t_s,Q_m3_s,V_face_m_s,v_duct_m_s,DP_system_Pa,DP_fan_Pa,C_v_mg_m3,C_p_mg_m3,C_tot_mg_m3,ppm_voc,P_electrica_W,M_captured_kg,C_Ethanol_mg_m3,W_L_Ethanol_mg_m3,hm_Ethanol_m_s,Jwall_Ethanol_mg_m2_s,C_Propyl acetate_mg_m3,W_L_Propyl acetate_mg_m3,hm_Propyl acetate_m_s,Jwall_Propyl acetate_mg_m2_s,C_1-Propanol_mg_m3,W_L_1-Propanol_mg_m3,hm_1-Propanol_m_s,Jwall_1-Propanol_mg_m2_s,C_Isopropanol_mg_m3,W_L_Isopropanol_mg_m3,hm_Isopropanol_m_s,Jwall_Isopropanol_mg_m2_s,ok_V_face,ok_v_duct,ok_C_limit,ok_LFL,Re_duct0,dp_duct0_Pa,dt
3159,2.131,1.18389,16.9579,1155.01,1155.01,808.374,678.762,1487.14,3529.79,4558.01,0.618431,270.675,269.743,0.00204279,0.552933,470.447,469.173,0.00160559,0.755347,44.5377,44.4024,0.00180146,0.080233,22.7144,22.6462,0.00178042,0.0404411,True,True,False,True,325454,293.88,1
3160,2.13181,1.18434,16.9644,1155.43,1155.43,808.391,678.504,1486.89,3529.86,4561.4,0.619732,270.681,269.748,0.00204318,0.553049,470.456,469.182,0.0016059,0.755506,44.5386,44.4033,0.0018018,0.0802499,22.7149,22.6467,0.00178075,0.0404496,True,True,False,True,325577,294.102,1
3161,2.13262,1.18479,16.9708,1155.85,1155.85,808.404,678.246,1486.65,3529.92,4564.79,0.621034,270.685,269.753,0.00204357,0.553163,470.464,469.19,0.0016062,0.755662,44.5394,44.4041,0.00180215,0.0802664,22.7152,22.647,0.00178109,0.040458,True,True,False,True,325701,294.324,1
3162,2.13343,1.18524,16.9773,1156.27,1156.27,808.415,677.989,1486.4,3529.97,4568.19,0.622336,270.689,269.757,0.00204395,0.553275,470.47,469.197,0.00160651,0.755815,44.54,44.4047,0.00180249,0.0802827,22.7155,22.6474,0.00178143,0.0404662,True,True,False,True,325825,294.547,1
3163,2.13424,1.18569,16.9837,1156.69,1156.69,808.423,677.731,1486.15,3530,4571.58,0.623638,270.691,269.76,0.00204434,0.553386,470.475,469.202,0.00160681,0.755966,44.5404,44.4052,0.00180283,0.0802988,22.7158,22.6476,0.00178177,0.0404742,True,True,False,True,325948,294.769,1
3164,2.13505,1.18614,16.9902,1157.11,1157.11,808.428,677.474,1485.9,3530.03,4574.99,0.62494,270.693,269.761,0.00204473,0.553494,470.478,469.205,0.00160712,0.756114,44.5407,44.4055,0.00180317,0.0803145,22.7159,22.6478,0.00178211,0.0404822,True,True,False,True,326072,294.992,1
3165,2.13586,1.18659,16.9966,1157.53,1157.53,808.43,677.217,1485.65,3530.04,4578.39,0.626241,270.694,269.762,0.00204512,0.553601,470.479,469.207,0.00160742,0.75626,44.5408,44.4056,0.00180351,0.08033,22.716,22.6478,0.00178245,0.04049,True,True,False,True,326196,295.214,1
3166,2.13667,1.18704,17.0031,1157.96,1157.96,808.43,676.96,1485.39,3530.04,4581.79,0.627543,270.694,269.763,0.0020455,0.553706,470.479,469.207,0.00160773,0.756403,44.5408,44.4056,0.00180386,0.0803452,22.716,22.6478,0.00178278,0.0404976,True,True,False,True,326319,295.437,1
3167,2.13748,1.18749,17.0095,1158.38,1158.38,808.427,676.703,1485.13,3530.02,4585.19,0.628845,270.693,269.762,0.00204589,0.553808,470.478,469.205,0.00160803,0.756544,44.5406,44.4055,0.0018042,0.0803601,22.7159,22.6478,0.00178312,0.0405052,True,True,False,True,326443,295.659,1
3168,2.13829,1.18794,17.0159,1158.8,1158.8,808.422,676.447,1484.87,3530,4588.6,0.630147,270.691,269.76,0.00204628,0.55391,470.474,469.202,0.00160834,0.756682,44.5403,44.4052,0.00180454,0.0803748,22.7157,22.6476,0.00178346,0.0405126,True,True,False,True,326567,295.882,1
3169,2.13909,1.18839,17.0224,1159.22,1159.22,808.414,676.191,1484.6,3529.96,4592,0.631449,270.688,269.758,0.00204667,0.554009,470.47,469.198,0.00160864,0.756817,44.5399,44.4048,0.00180488,0.0803892,22.7155,22.6474,0.0017838,0.0405198,True,True,False,True,326690,296.104,1
3170,2.1399,1.18884,17.0288,1159.64,1159.64,808.403,675.935,1484.34,3529.92,4595.41,0.63275,270.685,269.754,0.00204705,0.554106,470.464,469.192,0.00160895,0.75695,44.5393,44.4043,0.00180522,0.0804033,22.7152,22.6471,0.00178413,0.040527,True,True,False,True,326814,296.327,1
3171,2.14071,1.18928,17.0353,1160.06,1160.06,808.39,675.679,1484.07,3529.86,4598.82,0.634052,270.68,269.75,0.00204744,0.554202,470.456,469.185,0.00160925,0.757081,44.5386,44.4036,0.00180556,0.0804172,22.7148,22.6468,0.00178447,0.040534,True,True,False,True,326937,296.55,1
3172,2.14152,1.18973,17.0417,1160.48,1160.48,808.374,675.424,1483.8,3529.79,4602.23,0.635354,270.675,269.745,0.00204783,0.554296,470.447,469.176,0.00160955,0.75721,44.5377,44.4027,0.0018059,0.0804309,22.7144,22.6464,0.00178481,0.0405408,True,True,False,True,327061,296.773,1
3173,2.14233,1.19018,17.0481,1160.91,1160.91,808.356,675.169,1483.52,3529.71,4605.64,0.636656,270.669,269.739,0.00204821,0.554388,470.436,469.165,0.00160986,0.757336,44.5367,44.4018,0.00180624,0.0804443,22.7139,22.6459,0.00178514,0.0405476,True,True,False,True,327184,296.996,1
3174,2.14314,1.19063,17.0546,1161.33,1161.33,808.336,674.914,1483.25,3529.62,4609.05,0.637958,270.662,269.732,0.0020486,0.554479,470.424,469.154,0.00161016,0.757459,44.5356,44.4007,0.00180659,0.0804574,22.7133,22.6453,0.00178548,0.0405542,True,True,False,True,327308,297.219,1
3175,2.14395,1.19108,17.061,1161.75,1161.75,808.313,674.659,1482.97,3529.52,4612.47,0.639259,270.655,269.725,0.00204899,0.554568,470.411,469.141,0.00161047,0.757581,44.5343,44.3994,0.00180693,0.0804703,22.7127,22.6447,0.00178582,0.0405607,True,True,False,True,327431,297.442,1
3176,2.14476,1.19153,17.0674,1162.17,1162.17,808.287,674.404,1482.69,3529.41,4615.89,0.640561,270.646,269.717,0.00204937,0.554655,470.396,469.126,0.00161077,0.7577,44.5329,44.398,0.00180727,0.0804829,22.712,22.644,0.00178616,0.0405671,True,True,False,True,327555,297.665,1
3177,2.14557,1.19198,17.0739,1162.6,1162.59,808.259,674.15,1482.41,3529.29,4619.31,0.641863,270.637,269.708,0.00204976,0.55474,470.38,469.11,0.00161107,0.757817,44.5314,44.3965,0.00180761,0.0804953,22.7112,22.6432,0.00178649,0.0405733,True,True,False,True,327679,297.889,1
3178,2.14638,1.19243,17.0803,1163.02,1163.02,808.229,673.896,1482.12,3529.16,4622.73,0.643165,270.627,269.698,0.00205015,0.554824,470.362,469.093,0.00161138,0.757931,44.5297,44.3949,0.00180795,0.0805075,22.7103,22.6424,0.00178683,0.0405795,True,True,False,True,327802,298.112,1
3179,2.14718,1.19288,17.0867,1163.44,1163.44,808.196,673.642,1481.84,3529.02,4626.15,0.644467,270.616,269.687,0.00205053,0.554906,470.343,469.074,0.00161168,0.758043,44.5279,44.3931,0.00180829,0.0805194,22.7094,22.6415,0.00178716,0.0405855,True,True,False,True,327926,298.335,1
3180,2.14799,1.19333,17.0932,1163.86,1163.86,808.162,673.388,1481.55,3528.86,4629.57,0.645768,270.604,269.675,0.00205092,0.554987,470.323,469.054,0.00161198,0.758153,44.526,44.3912,0.00180863,0.0805311,22.7084,22.6405,0.0017875,0.0405914,True,True,False,True,328049,298.559,1
3181,2.1488,1.19378,17.0996,1164.29,1164.29,702.102,537.614,1239.72,3065.75,4633,0.646808,235.091,234.285,0.0020513,0.482243,408.6,407.498,0.00161229,0.65878,38.6826,38.5656,0.00180897,0.0699757,19.7283,19.6693,0.00178784,0.035271,True,True,False,True,328173,298.782,1
3182,2.14961,1.19423,17.106,1164.71,1164.71,626.062,440.751,1066.81,2733.72,4636.42,0.647661,209.63,208.911,0.00205169,0.430096,364.347,363.364,0.00161259,0.587542,34.4931,34.3888,0.00180931,0.0624088,17.5916,17.539,0.00178817,0.0314569,True,True,False,True,328296,299.005,1
3183,2.15042,1.19468,17.1125,1165.13,1165.13,571.444,371.651,943.095,2495.23,4639.85,0.64838,191.342,190.686,0.00205208,0.392648,332.561,331.665,0.00161289,0.536386,31.484,31.3887,0.00180965,0.056975,16.0569,16.0089,0.00178851,0.028718,True,True,False,True,328419,299.229,1
3184,2.15122,1.19512,17.1189,1165.56,1165.56,532.113,322.358,854.471,2323.49,4643.28,0.649004,178.172,177.561,0.00205246,0.365691,309.672,308.837,0.0016132,0.499562,29.317,29.2283,0.00180999,0.0530635,14.9518,14.9071,0.00178885,0.0267464,True,True,False,True,328543,299.452,1
3185,2.15203,1.19557,17.1253,1165.98,1165.98,503.689,287.193,790.882,2199.37,4646.71,0.64956,168.655,168.076,0.00205285,0.346222,293.13,292.34,0.0016135,0.472965,27.7509,27.667,0.00181033,0.0502384,14.1531,14.1108,0.00178918,0.0253224,True,True,False,True,328666,299.676,1
3186,2.15284,1.19602,17.1318,1166.4,1166.4,483.046,262.105,745.152,2109.24,4650.14,0.650068,161.743,161.188,0.00205323,0.332095,281.117,280.359,0.0016138,0.453667,26.6136,26.5332,0.00181067,0.0481885,13.573,13.5325,0.00178952,0.0242892,True,True,True,True,328790,299.9,1
3187,2.15365,1.19647,17.1382,1166.83,1166.83,467.956,244.203,712.159,2043.34,4653.58,0.650542,156.69,156.153,0.00205362,0.321781,272.335,271.601,0.0016141,0.439577,25.7822,25.7043,0.00181101,0.0466919,13.149,13.1097,0.00178985,0.0235348,True,True,True,True,328913,300.124,1
3188,2.15446,1.19692,17.1446,1167.25,1167.25,456.827,231.425,688.251,1994.75,4657.01,0.65099,152.963,152.439,0.002054,0.314187,265.858,265.142,0.00161441,0.429203,25.1691,25.093,0.00181135,0.04559,12.8363,12.798,0.00179019,0.0229794,True,True,True,True,329036,300.348,1
3189,2.15526,1.19737,17.1511,1167.67,1167.67,448.525,222.298,670.823,1958.5,4660.45,0.651421,150.184,149.669,0.00205439,0.308535,261.026,260.323,0.00161471,0.421482,24.7117,24.637,0.00181169,0.0447699,12.603,12.5654,0.00179052,0.0225661,True,True,True,True,329160,300.572,1
3190,2.15607,1.19782,17.1575,1168.1,1168.1,442.24,215.775,658.015,1931.06,4663.89,0.65184,148.079,147.572,0.00205477,0.304269,257.369,256.676,0.00161501,0.415654,24.3654,24.2918,0.00181203,0.0441509,12.4265,12.3894,0.00179086,0.022254,True,True,True,True,329283,300.796,1
3191,2.15688,1.19827,17.1639,1168.52,1168.52,437.397,211.107,648.504,1909.91,4667.33,0.65225,146.458,145.956,0.00205516,0.300993,254.55,253.865,0.00161531,0.411179,24.0986,24.0258,0.00181237,0.0436755,12.2904,12.2537,0.0017912,0.0220144,True,True,True,True,329406,301.02,1
3192,2.15769,1.19872,17.1703,1168.95,1168.94,433.583,207.761,641.344,1893.25,4670.77,0.652653,145.181,144.683,0.00205554,0.298425,252.331,251.652,0.00161562,0.40767,23.8885,23.8163,0.00181271,0.0433028,12.1832,12.1468,0.00179153,0.0218266,True,True,True,True,329530,301.244,1
3193,2.1585,1.19916,17.1768,1169.37,1169.37,430.505,205.357,635.862,1879.82,4674.22,0.653052,144.15,143.657,0.00205593,0.296362,250.54,249.866,0.00161592,0.404852,23.7189,23.6473,0.00181305,0.0430034,12.0967,12.0606,0.00179187,0.0216757,True,True,True,True,329653,301.468,1
3194,2.1593,1.19961,17.1832,1169.79,1169.79,427.955,203.624,631.579,1868.68,4677.66,0.653448,143.296,142.806,0.00205631,0.294661,249.056,248.385,0.00161622,0.402529,23.5784,23.5072,0.00181339,0.0427567,12.0251,11.9892,0.0017922,0.0215513,True,True,True,True,329776,301.692,1
3195,1.8,1,14.3239,996.536,1410.07,446.331,212.146,658.477,1948.92,3321.79,0.653792,149.449,148.889,0.00187745,0.280583,259.75,258.984,0.00147564,0.383297,24.5908,24.5095,0.00165565,0.0407139,12.5414,12.5004,0.00163631,0.0205216,True,True,True,True,274902,210.116,1
3196,1.8,1,14.3239,996.536,1411.11,459.979,218.618,678.597,2008.51,3321.79,0.654146,154.019,153.442,0.00187745,0.289162,267.692,266.903,0.00147564,0.395017,25.3427,25.2589,0.00165565,0.0419588,12.9249,12.8827,0.00163631,0.0211491,True,True,True,True,274902,210.116,1
3197,1.8,1,14.3239,996.536,1412.15,470.038,223.534,693.571,2052.43,3321.79,0.654508,157.387,156.797,0.00187745,0.295486,273.546,272.74,0.00147564,0.403656,25.8969,25.8113,0.00165565,0.0428764,13.2075,13.1644,0.00163631,0.0216116,True,True,True,True,274902,210.116,1
3198,1.8,1,14.3239,996.536,1413.19,477.373,227.267,704.641,2084.47,3321.79,0.654876,159.843,159.244,0.00187745,0.300098,277.815,276.997,0.00147564,0.409956,26.3011,26.2141,0.00165565,0.0435455,13.4137,13.3698,0.00163631,0.0219489,True,True,True,True,274902,210.116,1
3199,1.8,1,14.3239,996.536,1414.23,482.643,230.103,712.746,2107.48,3321.79,0.655249,161.608,161.002,0.00187745,0.30341,280.882,280.055,0.00147564,0.414481,26.5914,26.5035,0.00165565,0.0440262,13.5617,13.5174,0.00163631,0.0221912,True,True,True,True,274902,210.116,1
3200,1.8,1,14.3239,996.536,1415.27,486.347,232.256,718.603,2123.65,3321.79,0.655625,162.848,162.237,0.00187745,0.305739,283.038,282.203,0.00147564,0.417662,26.7955,26.7069,0.00165565,0.0443641,13.6658,13.6211,0.00163631,0.0223615,True,True,True,True,274902,210.116,1
3201,1.8,1,14.3239,996.536,1416.31,488.862,233.892,722.754,2134.63,3321.79,0.656004,163.69,163.077,0.00187745,0.30732,284.502,283.663,0.00147564,0.419822,26.9341,26.845,0.00165565,0.0445935,13.7365,13.6916,0.00163631,0.0224772,True,True,True,True,274902,210.116,1
3202,1.8,1,14.3239,996.536,1417.35,490.479,235.134,725.613,2141.69,3321.79,0.656385,164.231,163.616,0.00187745,0.308336,285.442,284.601,0.00147564,0.42121,27.0231,26.9338,0.00165565,0.044741,13.7819,13.7369,0.00163631,0.0225515,True,True,True,True,274902,210.116,1
3203,1.8,1,14.3239,996.536,1418.39,491.414,236.078,727.492,2145.77,3321.79,0.656767,164.544,163.928,0.00187745,0.308924,285.986,285.144,0.00147564,0.422013,27.0747,26.9852,0.00165565,0.0448263,13.8082,13.7631,0.00163631,0.0225945,True,True,True,True,274902,210.116,1
3204,1.8,1,14.3239,996.536,1419.44,491.834,236.794,728.629,2147.61,3321.79,0.657151,164.685,164.068,0.00187745,0.309188,286.231,285.388,0.00147564,0.422374,27.0978,27.0082,0.00165565,0.0448646,13.82,13.7748,0.00163631,0.0226138,True,True,True,True,274902,210.116,1
3205,1.8,1,14.3239,996.536,1420.48,491.866,237.339,729.204,2147.75,3321.79,0.657536,164.696,164.079,0.00187745,0.309208,286.249,285.406,0.00147564,0.422401,27.0996,27.01,0.00165565,0.0448675,13.8209,13.7757,0.00163631,0.0226153,True,True,True,True,274902,210.116,1
3206,1.8,1,14.3239,996.536,1421.52,491.604,237.752,729.356,2146.61,3321.79,0.657921,164.608,163.991,0.00187745,0.309044,286.097,285.254,0.00147564,0.422177,27.0852,26.9956,0.00165565,0.0448437,13.8135,13.7684,0.00163631,0.0226033,True,True,True,True,274902,210.116,1
3207,1.8,1,14.3239,996.536,1422.56,491.123,238.066,729.189,2144.5,3321.79,0.658306,164.447,163.831,0.00187745,0.308741,285.817,284.975,0.00147564,0.421763,27.0586,26.9692,0.00165565,0.0447997,13.8,13.7549,0.00163631,0.0225811,True,True,True,True,274902,210.116,1
3208,1.8,1,14.3239,996.536,1423.61,490.476,238.305,728.78,2141.68,3321.79,0.658692,164.23,163.615,0.00187745,0.308334,285.441,284.599,0.00147564,0.421208,27.023,26.9337,0.00165565,0.0447407,13.7818,13.7368,0.00163631,0.0225514,True,True,True,True,274902,210.116,1
3209,1.8,1,14.3239,996.536,1424.65,489.706,238.486,728.192,2138.32,3321.79,0.659079,163.973,163.358,0.00187745,0.30785,284.993,284.153,0.00147564,0.420547,26.9806,26.8914,0.00165565,0.0446705,13.7602,13.7152,0.00163631,0.022516,True,True,True,True,274902,210.116,1
3210,1.8,1,14.3239,996.536,1425.7,488.845,238.623,727.468,2134.56,3321.79,0.659465,163.684,163.071,0.00187745,0.307309,284.491,283.653,0.00147564,0.419807,26.9331,26.8441,0.00165565,0.0445919,13.736,13.6911,0.00163631,0.0224764,True,True,True,True,274902,210.116,1
3211,1.8,1,14.3239,996.536,1426.74,487.916,238.728,726.644,2130.5,3321.79,0.659852,163.373,162.761,0.00187745,0.306725,283.951,283.114,0.00147564,0.419009,26.8819,26.7931,0.00165565,0.0445072,13.7099,13.6651,0.00163631,0.0224337,True,True,True,True,274902,210.116,1
3212,1.8,1,14.3239,996.536,1427.79,486.939,238.807,725.746,2126.23,3321.79,0.660239,163.046,162.435,0.00187745,0.306111,283.382,282.547,0.00147564,0.41817,26.8281,26.7394,0.00165565,0.0444181,13.6824,13.6377,0.00163631,0.0223887,True,True,True,True,274902,210.116,1
3213,1.8,1,14.3239,996.536,1428.83,485.926,238.867,724.793,2121.81,3321.79,0.660626,162.707,162.097,0.00187745,0.305474,282.793,281.96,0.00147564,0.417301,26.7723,26.6838,0.00165565,0.0443257,13.654,13.6094,0.00163631,0.0223422,True,True,True,True,274902,210.116,1
3214,1.8,1,14.3239,996.536,1429.88,484.889,238.913,723.802,2117.28,3321.79,0.661013,162.36,161.751,0.00187745,0.304822,282.189,281.358,0.00147564,0.41641,26.7152,26.6269,0.00165565,0.0442311,13.6248,13.5803,0.00163631,0.0222945,True,True,True,True,274902,210.116,1
3215,1.8,1,14.3239,996.536,1430.92,483.836,238.948,722.784,2112.69,3321.79,0.6614,162.007,161.4,0.00187745,0.30416,281.576,280.747,0.00147564,0.415506,26.6572,26.569,0.00165565,0.044135,13.5952,13.5508,0.00163631,0.0222461,True,True,True,True,274902,210.116,1
3216,1.8,1,14.3239,996.536,1431.97,482.772,238.974,721.746,2108.04,3321.79,0.661787,161.651,161.045,0.00187745,0.303492,280.957,280.129,0.00147564,0.414592,26.5985,26.5106,0.00165565,0.044038,13.5654,13.521,0.00163631,0.0221972,True,True,True,True,274902,210.116,1
3217,1.8,1,14.3239,996.536,1433.01,481.703,238.994,720.697,2103.37,3321.79,0.662174,161.293,160.688,0.00187745,0.302819,280.335,279.509,0.00147564,0.413673,26.5396,26.4519,0.00165565,0.0439404,13.5353,13.4911,0.00163631,0.022148,True,True,True,True,274902,210.116,1
3218,1.8,1,14.3239,996.536,1434.06,480.631,239.009,719.64,2098.69,3321.79,0.662562,160.934,160.331,0.00187745,0.302145,279.711,278.887,0.00147564,0.412753,26.4806,26.393,0.00165565,0.0438426,13.5052,13.4611,0.00163631,0.0220987,True,True,True,True,274902,210.116,1
3219,1.8,1,14.3239,996.536,1435.11,479.559,239.021,718.58,2094.01,3321.79,0.662949,160.575,159.973,0.00187745,0.301471,279.087,278.265,0.00147564,0.411832,26.4215,26.3342,0.00165565,0.0437449,13.4751,13.431,0.00163631,0.0220494,True,True,True,True,274902,210.116,1
3220,1.8,1,14.3239,996.536,1436.16,478.489,239.03,717.519,2089.34,3321.79,0.663336,160.217,159.616,0.00187745,0.300799,278.465,277.644,0.00147564,0.410914,26.3626,26.2754,0.00165565,0.0436473,13.445,13.4011,0.00163631,0.0220002,True,True,True,True,274902,210.116,1
3221,1.8,1,14.3239,996.536,1437.2,477.423,239.036,716.46,2084.68,3321.79,0.663723,159.86,159.261,0.00187745,0.300129,277.845,277.026,0.00147564,0.409999,26.3039,26.2169,0.00165565,0.0435501,13.4151,13.3712,0.00163631,0.0219512,True,True,True,True,274902,210.116,1
3222,1.8,1,14.3239,996.536,1438.25,476.362,239.042,715.404,2080.05,3321.79,0.664111,159.505,158.907,0.00187745,0.299462,277.227,276.41,0.00147564,0.409087,26.2454,26.1586,0.00165565,0.0434533,13.3852,13.3415,0.00163631,0.0219024,True,True,True,True,274902,210.116,1
3223,1.8,1,14.3239,996.536,1439.3,475.307,239.045,714.352,2075.44,3321.79,0.664498,159.151,158.555,0.00187745,0.298798,276.613,275.798,0.00147564,0.408181,26.1872,26.1007,0.00165565,0.043357,13.3556,13.312,0.00163631,0.0218539,True,True,True,True,274902,210.116,1
3224,1.8,1,14.3239,996.536,1440.35,474.258,239.048,713.306,2070.86,3321.79,0.664885,158.8,158.205,0.00187745,0.298139,276.002,275.189,0.00147564,0.40728,26.1294,26.043,0.00165565,0.0432613,13.3261,13.2826,0.00163631,0.0218057,True,True,True,True,274902,210.116,1
3225,1.8,1,14.3239,996.536,1441.4,473.215,239.051,712.266,2066.31,3321.79,0.665272,158.451,157.857,0.00187745,0.297483,275.395,274.584,0.00147564,0.406385,26.072,25.9858,0.00165565,0.0431662,13.2968,13.2534,0.00163631,0.0217577,True,True,True,True,274902,210.116,1
3226,1.8,1,14.3239,996.536,1442.45,472.179,239.052,711.232,2061.79,3321.79,0.66566,158.104,157.512,0.00187745,0.296832,274.793,273.983,0.00147564,0.405495,26.0149,25.9289,0.00165565,0.0430717,13.2677,13.2244,0.00163631,0.0217101,True,True,True,True,274902,210.116,1
3227,1.8,1,14.3239,996.536,1443.5,471.151,239.053,710.205,2057.3,3321.79,0.666047,157.76,157.169,0.00187745,0.296186,274.194,273.386,0.00147564,0.404612,25.9583,25.8725,0.00165565,0.0429779,13.2388,13.1956,0.00163631,0.0216628,True,True,True,True,274902,210.116,1
3228,1.8,1,14.3239,996.536,1444.55,470.13,239.054,709.185,2052.84,3321.79,0.666434,157.418,156.828,0.00187745,0.295544,273.6,272.794,0.00147564,0.403735,25.902,25.8164,0.00165565,0.0428848,13.2101,13.167,0.00163631,0.0216159,True,True,True,True,274902,210.116,1
3229,1.8,1,14.3239,996.536,1445.6,469.117,239.055,708.172,2048.41,3321.79,0.666821,157.079,156.49,0.00187745,0.294907,273.01,272.206,0.00147564,0.402865,25.8462,25.7608,0.00165565,0.0427924,13.1817,13.1386,0.00163631,0.0215693,True,True,True,True,274902,210.116,1
3230,1.8,1,14.3239,996.536,1446.65,468.111,239.056,707.167,2044.02,3321.79,0.667209,156.742,156.154,0.00187745,0.294275,272.425,271.622,0.00147564,0.402001,25.7908,25.7055,0.00165565,0.0427006,13.1534,13.1104,0.00163631,0.0215231,True,True,True,True,274902,210.116,1
3231,1.8,1,14.3239,996.536,1447.7,467.113,239.056,706.169,2039.66,3321.79,0.667596,156.408,155.821,0.00187745,0.293647,271.844,271.043,0.00147564,0.401144,25.7358,25.6507,0.00165565,0.0426096,13.1253,13.0825,0.00163631,0.0214772,True,True,True,True,274902,210.116,1
3232,1.8,1,14.3239,996.536,1448.75,466.122,239.056,705.179,2035.34,3321.79,0.667983,156.076,155.491,0.00187745,0.293025,271.268,270.468,0.00147564,0.400293,25.6812,25.5963,0.00165565,0.0425192,13.0975,13.0547,0.00163631,0.0214316,True,True,True,True,274902,210.116,1
3233,1.8,1,14.3239,996.536,1449.8,465.139,239.057,704.196,2031.04,3321.79,0.66837,155.747,155.163,0.00187745,0.292407,270.695,269.898,0.00147564,0.399449,25.627,25.5423,0.00165565,0.0424295,13.0699,13.0272,0.00163631,0.0213864,True,True,True,True,274902,210.116,1
3234,1.8,1,14.3239,996.536,1450.86,464.164,239.057,703.221,2026.79,3321.79,0.668758,155.42,154.838,0.00187745,0.291793,270.128,269.332,0.00147564,0.398611,25.5733,25.4888,0.00165565,0.0423405,13.0425,12.9999,0.00163631,0.0213416,True,True,True,True,274902,210.116,1
3235,1.8,1,14.3239,996.536,1451.91,463.196,239.057,702.253,2022.56,3321.79,0.669145,155.096,154.515,0.00187745,0.291185,269.565,268.77,0.00147564,0.39778,25.52,25.4356,0.00165565,0.0422523,13.0153,12.9728,0.00163631,0.0212971,True,True,True,True,274902,210.116,1
3236,1.8,1,14.3239,996.536,1452.96,462.235,239.057,701.293,2018.37,3321.79,0.669532,154.774,154.194,0.00187745,0.290581,269.006,268.213,0.00147564,0.396956,25.4671,25.3829,0.00165565,0.0421647,12.9883,12.9459,0.00163631,0.0212529,True,True,True,True,274902,210.116,1
