t_s,Q_m3_s,P_electrica_W
2616,1.67659,2931.67
2617,1.67746,2934.3
2618,1.67833,2936.93
2619,1.6792,2939.55
2620,1.68006,2942.18
2621,1.68093,2944.81
2622,1.6818,2947.44
2623,1.68267,2950.07
2624,1.68354,2952.7
2625,1.6844,2955.34
2626,1.68527,2957.97
2627,1.68614,2960.61
2628,1.68701,2963.24
2629,1.68787,2965.88
2630,1.68874,2968.53
2631,1.68961,2971.16
2632,1.69048,2973.81
2633,1.69134,2976.45
2634,1.69221,2979.1
2635,1.69308,2981.74
2636,1.69394,2984.39
2637,1.69481,2987.04
2638,1.69567,2989.69
2639,1.69654,2992.34
2640,1.69741,2995
2641,1.69827,2997.65
2642,1.69914,3000.3
2643,1.7,3002.96
2644,1.70087,3005.62
2645,1.70173,3008.28
2646,1.7026,3010.94
2647,1.70346,3013.6
2648,1.70433,3016.27
2649,1.70519,3018.93
2650,1.70606,3021.59
2651,1.70692,3024.26
2652,1.70778,3026.93
2653,1.70865,3029.6
2654,1.70951,3032.27
2655,1.71038,3034.95
2656,1.71124,3037.62
2657,1.7121,3040.29
2658,1.71297,3042.97
2659,1.71383,3045.65
2660,1.71469,3048.33
2661,1.71556,3051.01
2662,1.71642,3053.69
2663,1.71728,3056.37
2664,1.71814,3059.05
2665,1.71901,3061.74
2666,1.71987,3064.43
2667,1.72073,3067.11
2668,1.72159,3069.8
2669,1.72245,3072.5
2670,1.72332,3075.19
2671,1.72418,3077.88
2672,1.72504,3080.58
2673,1.7259,3083.27
2674,1.72676,3085.97
2675,1.72762,3088.67
2676,1.72848,3091.37
2677,1.72934,3094.07
2678,1.73021,3096.77
2679,1.73107,3099.48
2680,1.73192,3102.18
2681,1.73279,3104.89
2682,1.73365,3107.59
2683,1.7345,3110.3
2684,1.73537,3113.01
2685,1.73623,3115.73
2686,1.73708,3118.44
2687,1.73794,3121.15
2688,1.7388,3123.87
2689,1.73966,3126.58
2690,1.74052,3129.3
2691,1.74138,3132.02
2692,1.74224,3134.74
2693,1.7431,3137.47
2694,1.74396,3140.19
2695,1.74481,3142.91
2696,1.74567,3145.64
2697,1.74653,3148.37
2698,1.74739,3151.1
2699,1.74825,3153.83
2700,1.7491,3156.56
2701,1.74996,3159.29
2702,1.75082,3162.03
2703,1.75168,3164.76
2704,1.75253,3167.5
2705,1.75339,3170.23
2706,1.75425,3172.97
2707,1.75511,3175.72
2708,1.75596,3178.46
2709,1.75682,3181.2
2710,1.75767,3183.95
2711,1.75853,3186.69
2712,1.75939,3189.44
2713,1.76024,3192.19
2714,1.7611,3194.94
2715,1.76195,3197.69
2716,1.76281,3200.44
2717,1.76366,3203.19
2718,1.76452,3205.95
2719,1.76538,3208.71
2720,1.76623,3211.46
2721,1.76709,3214.23
2722,1.76794,3216.99
2723,1.76879,3219.75
2724,1.76965,3222.51
2725,1.77051,3225.28
2726,1.77136,3228.04
2727,1.77221,3230.81
2728,1.77307,3233.58
2729,1.77392,3236.35
2730,1.77478,3239.12
2731,1.77563,3241.89
2732,1.77648,3244.66
2733,1.77734,3247.44
2734,1.77819,3250.22
2735,1.77904,3253
2736,1.7799,3255.78
2737,1.78075,3258.56
2738,1.7816,3261.34
2739,1.78245,3264.12
2740,1.78331,3266.91
2741,1.78416,3269.69
2742,1.78501,3272.48
2743,1.78586,3275.27
2744,1.78671,3278.06
2745,1.78757,3280.85
2746,1.78842,3283.64
2747,1.78927,3286.43
2748,1.79012,3289.23
2749,1.79097,3292.03
2750,1.79183,3294.83
2751,1.79268,3297.62
2752,1.79353,3300.43
2753,1.79438,3303.23
2754,1.79523,3306.03
2755,1.79608,3308.84
2756,1.79693,3311.64
2757,1.79778,3314.45
2758,1.79863,3317.26
2759,1.79948,3320.07
2760,1.80033,3322.88
2761,1.80118,3325.7
2762,1.80203,3328.51
2763,1.80288,3331.33
2764,1.80373,3334.14
2765,1.80458,3336.96
2766,1.80543,3339.78
2767,1.80628,3342.6
2768,1.80713,3345.43
2769,1.80798,3348.25
2770,1.80883,3351.08
2771,1.80967,3353.9
2772,1.81052,3356.73
2773,1.81137,3359.56
2774,1.81222,3362.39
2775,1.81307,3365.22
2776,1.81392,3368.06
2777,1.81476,3370.89
2778,1.81561,3373.72
2779,1.81646,3376.56
2780,1.81731,3379.4
2781,1.81815,3382.24
2782,1.819,3385.08
2783,1.81985,3387.93
2784,1.8207,3390.77
2785,1.82154,3393.62
2786,1.82239,3396.46
2787,1.82324,3399.31
2788,1.82409,3402.16
2789,1.82493,3405.01
2790,1.82578,3407.86
2791,1.82662,3410.72
2792,1.82747,3413.57
2793,1.82832,3416.43
2794,1.82916,3419.29
2795,1.83001,3422.15
2796,1.83085,3425.01
2797,1.8317,3427.87
2798,1.83255,3430.73
2799,1.83339,3433.6
2800,1.83424,3436.47
2801,1.83508,3439.33
2802,1.83593,3442.21
2803,1.83677,3445.07
2804,1.83762,3447.94
2805,1.83846,3450.82
2806,1.83931,3453.69
2807,1.84015,3456.57
2808,1.841,3459.45
2809,1.84184,3462.32
2810,1.84268,3465.21
2811,1.84353,3468.09
2812,1.84437,3470.97
2813,1.84522,3473.86
2814,1.84606,3476.74
2815,1.8469,3479.63
2816,1.84775,3482.52
2817,1.84859,3485.4
2818,1.84943,3488.29
2819,1.85028,3491.19
2820,1.85112,3494.08
2821,1.85196,3496.97
2822,1.8528,3499.87
2823,1.85365,3502.77
2824,1.85449,3505.67
2825,1.85533,3508.57
2826,1.85617,3511.47
2827,1.85702,3514.38
2828,1.85786,3517.28
2829,1.8587,3520.19
2830,1.85954,3523.09
2831,1.86038,3526
2832,1.86122,3528.91
2833,1.86207,3531.82
2834,1.86291,3534.74
2835,1.86375,3537.65
2836,1.86459,3540.57
2837,1.86543,3543.49
2838,1.86627,3546.41
2839,1.86711,3549.33
2840,1.86795,3552.25
2841,1.8688,3555.17
2842,1.86964,3558.09
2843,1.87048,3561.02
2844,1.87132,3563.95
2845,1.87216,3566.88
2846,1.873,3569.81
2847,1.87384,3572.74
2848,1.87468,3575.67
2849,1.87552,3578.6
2850,1.87636,3581.54
2851,1.87719,3584.48
2852,1.87803,3587.41
2853,1.87887,3590.36
2854,1.87971,3593.3
2855,1.88055,3596.24
2856,1.88139,3599.18
2857,1.88223,3602.13
2858,1.88307,3605.08
2859,1.88391,3608.02
2860,1.88475,3610.97
2861,1.88558,3613.92
2862,1.88642,3616.88
2863,1.88726,3619.83
2864,1.8881,3622.79
2865,1.88894,3625.74
2866,1.88977,3628.7
2867,1.89061,3631.66
2868,1.89145,3634.62
2869,1.89229,3637.58
2870,1.89312,3640.55
2871,1.89396,3643.51
2872,1.8948,3646.48
2873,1.89564,3649.45
2874,1.89647,3652.41
2875,1.89731,3655.38
2876,1.89815,3658.36
2877,1.89898,3661.33
2878,1.89982,3664.31
2879,1.90066,3667.28
2880,1.90149,3670.26
2881,1.90233,3673.24
2882,1.90317,3676.22
2883,1.904,3679.2
2884,1.90484,3682.18
2885,1.90567,3685.17
2886,1.90651,3688.15
2887,1.90734,3691.14
2888,1.90818,3694.13
2889,1.90901,3697.12
2890,1.90985,3700.11
2891,1.91068,3703.1
2892,1.91152,3706.1
2893,1.91236,3709.1
2894,1.91319,3712.1
2895,1.91403,3715.09
2896,1.91486,3718.09
2897,1.91569,3721.09
2898,1.91653,3724.1
2899,1.91736,3727.1
2900,1.9182,3730.11
2901,1.91903,3733.12
2902,1.91986,3736.13
2903,1.9207,3739.14
2904,1.92153,3742.15
2905,1.92237,3745.16
2906,1.9232,3748.18
2907,1.92403,3751.19
2908,1.92487,3754.21
2909,1.9257,3757.23
2910,1.92653,3760.25
2911,1.92737,3763.27
2912,1.9282,3766.3
2913,1.92903,3769.32
2914,1.92987,3772.35
2915,1.9307,3775.37
2916,1.93153,3778.4
2917,1.93236,3781.43
2918,1.93319,3784.46
2919,1.93403,3787.5
2920,1.93486,3790.53
2921,1.93569,3793.57
2922,1.93652,3796.6
2923,1.93736,3799.65
2924,1.93819,3802.68
2925,1.93902,3805.73
2926,1.93985,3808.77
2927,1.94068,3811.82
2928,1.94151,3814.86
2929,1.94234,3817.91
2930,1.94318,3820.96
2931,1.94401,3824.01
2932,1.94484,3827.06
2933,1.94567,3830.11
2934,1.9465,3833.17
2935,1.94733,3836.22
2936,1.94816,3839.28
2937,1.94899,3842.34
2938,1.94982,3845.4
2939,1.95065,3848.46
2940,1.95148,3851.53
2941,1.95231,3854.59
2942,1.95314,3857.66
2943,1.95397,3860.72
2944,1.9548,3863.79
2945,1.95563,3866.86
2946,1.95646,3869.94
2947,1.95729,3873.01
2948,1.95812,3876.09
2949,1.95895,3879.16
2950,1.95978,3882.24
2951,1.9606,3885.32
2952,1.96143,3888.4
2953,1.96226,3891.48
2954,1.96309,3894.57
2955,1.96392,3897.65
2956,1.96475,3900.74
2957,1.96558,3903.82
2958,1.96641,3906.92
2959,1.96723,3910.01
2960,1.96806,3913.1
2961,1.96889,3916.19
2962,1.96972,3919.29
2963,1.97054,3922.38
2964,1.97137,3925.48
2965,1.9722,3928.58
2966,1.97303,3931.68
2967,1.97385,3934.79
2968,1.97468,3937.89
2969,1.97551,3940.99
2970,1.97634,3944.1
2971,1.97716,3947.21
2972,1.97799,3950.32
2973,1.97882,3953.43
2974,1.97964,3956.55
2975,1.98047,3959.66
2976,1.9813,3962.78
2977,1.98212,3965.89
2978,1.98295,3969.01
2979,1.98378,3972.13
2980,1.9846,3975.25
2981,1.98543,3978.37
2982,1.98625,3981.5
2983,1.98708,3984.63
2984,1.9879,3987.75
2985,1.98873,3990.88
2986,1.98956,3994.01
2987,1.99038,3997.14
2988,1.99121,4000.27
2989,1.99203,4003.41
2990,1.99286,4006.55
2991,1.99368,4009.69
2992,1.99451,4012.83
2993,1.99533,4015.97
2994,1.99616,4019.1
2995,1.99698,4022.25
2996,1.99781,4025.39
2997,1.99863,4028.54
2998,1.99945,4031.69
2999,2.00028,4034.84
3000,2.0011,4037.99
3001,2.00193,4041.14
3002,2.00275,4044.3
3003,2.00358,4047.45
3004,2.0044,4050.6
3005,2.00522,4053.77
3006,2.00605,4056.92
3007,2.00687,4060.09
3008,2.00769,4063.24
3009,2.00852,4066.41
3010,2.00934,4069.58
3011,2.01016,4072.74
3012,2.01099,4075.91
3013,2.01181,4079.08
3014,2.01263,4082.25
3015,2.01346,4085.43
3016,2.01428,4088.6
3017,2.0151,4091.78
3018,2.01592,4094.96
3019,2.01674,4098.13
3020,2.01757,4101.32
3021,2.01839,4104.5
3022,2.01921,4107.68
3023,2.02003,4110.86
3024,2.02086,4114.05
3025,2.02168,4117.24
3026,2.0225,4120.43
3027,2.02332,4123.62
3028,2.02414,4126.81
3029,2.02496,4130
3030,2.02579,4133.2
3031,2.02661,4136.39
3032,2.02743,4139.6
3033,2.02825,4142.79
3034,2.02907,4146
3035,2.02989,4149.2
3036,2.03071,4152.4
3037,2.03153,4155.61
3038,2.03235,4158.82
3039,2.03317,4162.02
3040,2.03399,4165.23
3041,2.03481,4168.45
3042,2.03563,4171.66
3043,2.03645,4174.87
3044,2.03728,4178.09
3045,2.03809,4181.3
3046,2.03891,4184.52
3047,2.03973,4187.75
3048,2.04055,4190.97
3049,2.04137,4194.19
3050,2.04219,4197.41
3051,2.04301,4200.64
3052,2.04383,4203.87
3053,2.04465,4207.1
3054,2.04547,4210.33
3055,2.04629,4213.57
3056,2.04711,4216.8
3057,2.04793,4220.03
3058,2.04875,4223.27
3059,2.04957,4226.51
3060,2.05038,4229.75
3061,2.0512,4232.99
3062,2.05202,4236.23
3063,2.05284,4239.48
3064,2.05366,4242.73
3065,2.05448,4245.97
3066,2.05529,4249.22
3067,2.05611,4252.47
3068,2.05693,4255.73
3069,2.05775,4258.98
3070,2.05856,4262.23
3071,2.05938,4265.48
3072,2.0602,4268.75
3073,2.06102,4272.01
3074,2.06184,4275.27
3075,2.06265,4278.53
3076,2.06347,4281.79
3077,2.06429,4285.06
3078,2.0651,4288.32
3079,2.06592,4291.59
3080,2.06674,4294.86
3081,2.06755,4298.14
3082,2.06837,4301.41
3083,2.06919,4304.68
3084,2.07,4307.96
3085,2.07082,4311.24
3086,2.07164,4314.51
3087,2.07245,4317.8
3088,2.07327,4321.08
3089,2.07409,4324.36
3090,2.0749,4327.65
3091,2.07572,4330.93
3092,2.07653,4334.22
3093,2.07735,4337.51
3094,2.07816,4340.8
3095,2.07898,4344.1
3096,2.0798,4347.39
3097,2.08061,4350.69
3098,2.08143,4353.98
3099,2.08224,4357.28
3100,2.08306,4360.58
3101,2.08387,4363.88
3102,2.08469,4367.19
3103,2.0855,4370.49
3104,2.08632,4373.8
3105,2.08713,4377.11
3106,2.08794,4380.42
3107,2.08876,4383.73
3108,2.08957,4387.04
3109,2.09039,4390.35
3110,2.0912,4393.67
3111,2.09202,4396.98
3112,2.09283,4400.3
3113,2.09364,4403.62
3114,2.09446,4406.95
3115,2.09527,4410.27
3116,2.09609,4413.59
3117,2.0969,4416.92
3118,2.09771,4420.25
3119,2.09853,4423.58
3120,2.09934,4426.91
3121,2.10015,4430.24
3122,2.10097,4433.58
3123,2.10178,4436.91
3124,2.10259,4440.25
3125,2.10341,4443.58
3126,2.10422,4446.93
3127,2.10503,4450.27
3128,2.10584,4453.61
3129,2.10666,4456.96
3130,2.10747,4460.3
3131,2.10828,4463.65
3132,2.10909,4467
3133,2.10991,4470.35
3134,2.11072,4473.7
3135,2.11153,4477.06
3136,2.11234,4480.41
3137,2.11316,4483.77
3138,2.11397,4487.12
3139,2.11478,4490.49
3140,2.11559,4493.85
3141,2.1164,4497.21
3142,2.11721,4500.58
3143,2.11803,4503.94
3144,2.11884,4507.31
3145,2.11965,4510.68
3146,2.12046,4514.05
3147,2.12127,4517.42
3148,2.12208,4520.79
3149,2.12289,4524.17
3150,2.1237,4527.55
3151,2.12451,4530.92
3152,2.12533,4534.31
3153,2.12613,4537.68
3154,2.12695,4541.07
3155,2.12776,4544.46
3156,2.12857,4547.84
3157,2.12938,4551.23
3158,2.13019,4554.62
3159,2.131,4558.01
3160,2.13181,4561.4
3161,2.13262,4564.79
3162,2.13343,4568.19
3163,2.13424,4571.58
3164,2.13505,4574.99
3165,2.13586,4578.39
3166,2.13667,4581.79
3167,2.13748,4585.19
3168,2.13829,4588.6
3169,2.13909,4592
3170,2.1399,4595.41
3171,2.14071,4598.82
3172,2.14152,4602.23
3173,2.14233,4605.64
3174,2.14314,4609.05
3175,2.14395,4612.47
3176,2.14476,4615.89
3177,2.14557,4619.31
3178,2.14638,4622.73
3179,2.14718,4626.15
3180,2.14799,4629.57
3181,2.1488,4633
3182,2.14961,4636.42
3183,2.15042,4639.85
3184,2.15122,4643.28
3185,2.15203,4646.71
3186,2.15284,4650.14
3187,2.15365,4653.58
3188,2.15446,4657.01
3189,2.15526,4660.45
3190,2.15607,4663.89
3191,2.15688,4667.33
3192,2.15769,4670.77
3193,2.1585,4674.22
3194,2.1593,4677.66
3195,1.8,3321.79
3196,1.8,3321.79
3197,1.8,3321.79
3198,1.8,3321.79
3199,1.8,3321.79
3200,1.8,3321.79
3201,1.8,3321.79
3202,1.8,3321.79
3203,1.8,3321.79
3204,1.8,3321.79
3205,1.8,3321.79
3206,1.8,3321.79
3207,1.8,3321.79
3208,1.8,3321.79
3209,1.8,3321.79
3210,1.8,3321.79
3211,1.8,3321.79
3212,1.8,3321.79
3213,1.8,3321.79
3214,1.8,3321.79
3215,1.8,3321.79
3216,1.8,3321.79
3217,1.8,3321.79
3218,1.8,3321.79
3219,1.8,3321.79
3220,1.8,3321.79
3221,1.8,3321.79
3222,1.8,3321.79
3223,1.8,3321.79
3224,1.8,3321.79
3225,1.8,3321.79
3226,1.8,3321.79
3227,1.8,3321.79
3228,1.8,3321.79
3229,1.8,3321.79
3230,1.8,3321.79
3231,1.8,3321.79
3232,1.8,3321.79
3233,1.8,3321.79
3234,1.8,3321.79
3235,1.8,3321.79
3236,1.8,3321.79
3237,1.8,3321.79
3238,1.8,3321.79
3239,1.8,3321.79
3240,1.8,3321.79
3241,1.8,3321.79
3242,1.8,3321.79
3243,1.8,3321.79
3244,1.8,3321.79
3245,1.8,3321.79
3246,1.8,3321.79
3247,1.8,3321.79
3248,1.8,3321.79
3249,1.8,3321.79
3250,1.8,3321.79
3251,1.8,3321.79
3252,1.8,3321.79
3253,1.8,3321.79
3254,1.8,3321.79
3255,1.8,3321.79
3256,1.8,3321.79
3257,1.8,3321.79
3258,1.8,3321.79
3259,1.8,3321.79
3260,1.8,3321.79
3261,1.8,3321.79
3262,1.8,3321.79
3263,1.8,3321.79
3264,1.8,3321.79
3265,1.8,3321.79
3266,1.8,3321.79
3267,1.8,3321.79
3268,1.8,3321.79
3269,1.8,3321.79
3270,1.8,3321.79
3271,1.8,3321.79
3272,1.8,3321.79
3273,1.8,3321.79
3274,1.8,3321.79
3275,1.8,3321.79
3276,1.8,3321.79
3277,1.8,3321.79
3278,1.8,3321.79
3279,1.8,3321.79
3280,1.8,3321.79
3281,1.8,3321.79
3282,1.8,3321.79
3283,1.8,3321.79
3284,1.8,3321.79
3285,1.8,3321.79
3286,1.8,3321.79
3287,1.8,3321.79
3288,1.8,3321.79
3289,1.8,3321.79
3290,1.8,3321.79
3291,1.8,3321.79
3292,1.8,3321.79
3293,1.8,3321.79
3294,1.8,3321.79
3295,1.8,3321.79
3296,1.8,3321.79
3297,1.8,3321.79
3298,1.8,3321.79
3299,1.8,3321.79
3300,1.8,3321.79
3301,1.8,3321.79
3302,1.8,3321.79
3303,1.8,3321.79
3304,1.8,3321.79
3305,1.8,3321.79
3306,1.8,3321.79
3307,1.8,3321.79
3308,1.8,3321.79
3309,1.8,3321.79
3310,1.8,3321.79
3311,1.8,3321.79
3312,1.8,3321.79
3313,1.8,3321.79
3314,1.8,3321.79
3315,1.8,3321.79
3316,1.8,3321.79
3317,1.8,3321.79
3318,1.8,3321.79
3319,1.8,3321.79
3320,1.8,3321.79
3321,1.8,3321.79
3322,1.8,3321.79
3323,1.8,3321.79
3324,1.8,3321.79
3325,1.8,3321.79
3326,1.8,3321.79
3327,1.8,3321.79
3328,1.8,3321.79
3329,1.8,3321.79
3330,1.8,3321.79
3331,1.8,3321.79
3332,1.8,3321.79
3333,1.8,3321.79
3334,1.8,3321.79
3335,1.8,3321.79
3336,1.8,3321.79
3337,1.8,3321.79
3338,1.8,3321.79
3339,1.8,3321.79
3340,1.8,3321.79
3341,1.8,3321.79
3342,1.8,3321.79
3343,1.8,3321.79
3344,1.8,3321.79
3345,1.8,3321.79
3346,1.8,3321.79
3347,1.8,3321.79
3348,1.8,3321.79
3349,1.8,3321.79
3350,1.8,3321.79
3351,1.8,3321.79
3352,1.8,3321.79
3353,1.8,3321.79
3354,1.8,3321.79
3355,1.8,3321.79
3356,1.8,3321.79
3357,1.8,3321.79
3358,1.8,3321.79
3359,1.8,3321.79
3360,1.8,3321.79
3361,1.8,3321.79
3362,1.8,3321.79
3363,1.8,3321.79
3364,1.8,3321.79
3365,1.8,3321.79
3366,1.8,3321.79
3367,1.8,3321.79
3368,1.8,3321.79
3369,1.8,3321.79
3370,1.8,3321.79
3371,1.8,3321.79
3372,1.8,3321.79
3373,1.8,3321.79
3374,1.8,3321.79
3375,1.8,3321.79
3376,1.8,3321.79
3377,1.8,3321.79
3378,1.8,3321.79
3379,1.8,3321.79
3380,1.8,3321.79
3381,1.8,3321.79
3382,1.8,3321.79
3383,1.8,3321.79
3384,1.8,3321.79
3385,1.8,3321.79
3386,1.8,3321.79
3387,1.8,3321.79
3388,1.8,3321.79
3389,1.8,3321.79
3390,1.8,3321.79
3391,1.8,3321.79
3392,1.8,3321.79
3393,1.8,3321.79
3394,1.8,3321.79
3395,1.8,3321.79
3396,1.8,3321.79
3397,1.8,3321.79
3398,1.8,3321.79
3399,1.8,3321.79
3400,1.8,3321.79
3401,1.8,3321.79
3402,1.8,3321.79
3403,1.8,3321.79
3404,1.8,3321.79
3405,1.8,3321.79
3406,1.8,3321.79
3407,1.8,3321.79
3408,1.8,3321.79
3409,1.8,3321.79
3410,1.8,3321.79
3411,1.8,3321.79
3412,1.8,3321.79
3413,1.8,3321.79
3414,1.8,3321.79
3415,1.8,3321.79
3416,1.8,3321.79
3417,1.8,3321.79
3418,1.8,3321.79
3419,1.8,3321.79
3420,1.8,3321.79
3421,1.8,3321.79
3422,1.8,3321.79
3423,1.8,3321.79
3424,1.8,3321.79
3425,1.8,3321.79
3426,1.8,3321.79
3427,1.8,3321.79
3428,1.8,3321.79
3429,1.8,3321.79
3430,1.8,3321.79
3431,1.8,3321.79
3432,1.8,3321.79
3433,1.8,3321.79
3434,1.8,3321.79
3435,1.8,3321.79
3436,1.8,3321.79
3437,1.8,3321.79
3438,1.8,3321.79
3439,1.8,3321.79
3440,1.8,3321.79
3441,1.8,3321.79
3442,1.8,3321.79
3443,1.8,3321.79
3444,1.8,3321.79
3445,1.8,3321.79
3446,1.8,3321.79
3447,1.8,3321.79
3448,1.8,3321.79
3449,1.8,3321.79
3450,1.8,3321.79
3451,1.8,3321.79
3452,1.8,3321.79
3453,1.8,3321.79
3454,1.8,3321.79
3455,1.8,3321.79
3456,1.8,3321.79
3457,1.8,3321.79
3458,1.8,3321.79
3459,1.8,3321.79
3460,1.8,3321.79
3461,1.8,3321.79
3462,1.8,3321.79
3463,1.8,3321.79
3464,1.8,3321.79
3465,1.8,3321.79
3466,1.8,3321.79
3467,1.8,3321.79
3468,1.8,3321.79
3469,1.8,3321.79
3470,1.8,3321.79
3471,1.8,3321.79
3472,1.8,3321.79
3473,1.8,3321.79
3474,1.8,3321.79
3475,1.8,3321.79
3476,1.8,3321.79
3477,1.8,3321.79
3478,1.8,3321.79
3479,1.8,3321.79
3480,1.8,3321.79
3481,1.8,3321.79
3482,1.8,3321.79
3483,1.8,3321.79
3484,1.8,3321.79
3485,1.8,3321.79
3486,1.8,3321.79
3487,1.8,3321.79
3488,1.8,3321.79
3489,1.8,3321.79
3490,1.8,3321.79
3491,1.8,3321.79
3492,1.8,3321.79
3493,1.8,3321.79
3494,1.8,3321.79
3495,1.8,3321.79
3496,1.8,3321.79
3497,1.8,3321.79
3498,1.8,3321.79
3499,1.8,3321.79
3500,1.8,3321.79
3501,1.8,3321.79
3502,1.8,3321.79
3503,1.8,3321.79
3504,1.8,3321.79
3505,1.8,3321.79
3506,1.8,3321.79
3507,1.8,3321.79
3508,1.8,3321.79
3509,1.8,3321.79
3510,1.8,3321.79
3511,1.8,3321.79
3512,1.8,3321.79
3513,1.8,3321.79
3514,1.8,3321.79
3515,1.8,3321.79
3516,1.8,3321.79
3517,1.8,3321.79
3518,1.8,3321.79
3519,1.8,3321.79
3520,1.8,3321.79
3521,1.8,3321.79
3522,1.8,3321.79
3523,1.8,3321.79
3524,1.8,3321.79
3525,1.8,3321.79
3526,1.8,3321.79
3527,1.8,3321.79
3528,1.8,3321.79
3529,1.8,3321.79
3530,1.8,3321.79
3531,1.8,3321.79
3532,1.8,3321.79
3533,1.8,3321.79
3534,1.8,3321.79
3535,1.8,3321.79
3536,1.8,3321.79
3537,1.8,3321.79
3538,1.8,3321.79
3539,1.8,3321.79
3540,1.8,3321.79
3541,1.8,3321.79
3542,1.8,3321.79
3543,1.8,3321.79
3544,1.8,3321.79
3545,1.8,3321.79
3546,1.8,3321.79
3547,1.8,3321.79
3548,1.8,3321.79
3549,1.8,3321.79
3550,1.8,3321.79
3551,1.8,3321.79
3552,1.8,3321.79
3553,1.8,3321.79
3554,1.8,3321.79
3555,1.8,3321.79
3556,1.8,3321.79
3557,1.8,3321.79
3558,1.8,3321.79
3559,1.8,3321.79
3560,1.8,3321.79
3561,1.8,3321.79
3562,1.8,3321.79
3563,1.8,3321.79
3564,1.8,3321.79
3565,1.8,3321.79
3566,1.8,3321.79
3567,1.8,3321.79
3568,1.8,3321.79
3569,1.8,3321.79
3570,1.8,3321.79
3571,1.8,3321.79
3572,1.8,3321.79
3573,1.8,3321.79
3574,1.8,3321.79
3575,1.8,3321.79
3576,1.8,3321.79
3577,1.8,3321.79
3578,1.8,3321.79
3579,1.8,3321.79
3580,1.8,3321.79
3581,1.8,3321.79
3582,1.8,3321.79
3583,1.8,3321.79
3584,1.8,3321.79
3585,1.8,3321.79
3586,1.8,3321.79
3587,1.8,3321.79
3588,1.8,3321.79
3589,1.8,3321.79
3590,1.8,3321.79
3591,1.8,3321.79
3592,1.8,3321.79
3593,1.8,3321.79
3594,1.8,3321.79
3595,1.8,3321.79
3596,1.8,3321.79
3597,1.8,3321.79
3598,1.8,3321.79
3599,1.8,3321.79
3600,1.8,3321.79
