t_s,Q_m3_s,hm_Ethanol_m_s,hm_Propyl acetate_m_s,hm_1-Propanol_m_s,hm_Isopropanol_m_s
1843,0.959297,0.00137059,0.00107726,0.00120868,0.00119456
1844,0.960326,0.00137133,0.00107784,0.00120932,0.0011952
1845,0.961358,0.00137206,0.00107842,0.00120997,0.00119584
1846,0.962387,0.0013728,0.00107899,0.00121062,0.00119648
1847,0.963416,0.00137353,0.00107957,0.00121127,0.00119712
1848,0.964445,0.00137427,0.00108015,0.00121191,0.00119776
1849,0.965474,0.001375,0.00108072,0.00121256,0.0011984
1850,0.966503,0.00137573,0.0010813,0.00121321,0.00119903
1851,0.967532,0.00137646,0.00108187,0.00121385,0.00119967
1852,0.968557,0.00137719,0.00108245,0.0012145,0.00120031
1853,0.969586,0.00137792,0.00108302,0.00121514,0.00120095
1854,0.970612,0.00137865,0.0010836,0.00121578,0.00120158
1855,0.971638,0.00137938,0.00108417,0.00121643,0.00120222
1856,0.972664,0.00138011,0.00108474,0.00121707,0.00120285
1857,0.97369,0.00138084,0.00108531,0.00121771,0.00120348
1858,0.974716,0.00138156,0.00108588,0.00121835,0.00120412
1859,0.975738,0.00138229,0.00108645,0.00121899,0.00120475
1860,0.976764,0.00138302,0.00108702,0.00121963,0.00120538
1861,0.977787,0.00138374,0.00108759,0.00122027,0.00120601
1862,0.978813,0.00138446,0.00108816,0.00122091,0.00120665
1863,0.979836,0.00138519,0.00108873,0.00122155,0.00120728
1864,0.980858,0.00138591,0.0010893,0.00122218,0.00120791
1865,0.981881,0.00138663,0.00108987,0.00122282,0.00120854
1866,0.982901,0.00138735,0.00109043,0.00122346,0.00120916
1867,0.983924,0.00138807,0.001091,0.00122409,0.00120979
1868,0.984945,0.00138879,0.00109157,0.00122473,0.00121042
1869,0.985966,0.00138951,0.00109213,0.00122536,0.00121105
1870,0.986986,0.00139023,0.0010927,0.001226,0.00121167
1871,0.988005,0.00139095,0.00109326,0.00122663,0.0012123
1872,0.989025,0.00139167,0.00109383,0.00122726,0.00121292
1873,0.990045,0.00139239,0.00109439,0.00122789,0.00121355
1874,0.991064,0.0013931,0.00109495,0.00122853,0.00121417
1875,0.992082,0.00139382,0.00109551,0.00122916,0.0012148
1876,0.993101,0.00139453,0.00109608,0.00122979,0.00121542
1877,0.994117,0.00139525,0.00109664,0.00123042,0.00121604
1878,0.995137,0.00139596,0.0010972,0.00123105,0.00121667
1879,0.996153,0.00139667,0.00109776,0.00123168,0.00121729
1880,0.99717,0.00139739,0.00109832,0.0012323,0.00121791
1881,0.998187,0.0013981,0.00109888,0.00123293,0.00121853
1882,0.999202,0.00139881,0.00109944,0.00123356,0.00121915
1883,1.00022,0.00139952,0.0011,0.00123419,0.00121977
1884,1.00123,0.00140023,0.00110056,0.00123481,0.00122039
1885,1.00225,0.00140094,0.00110111,0.00123544,0.001221
1886,1.00326,0.00140165,0.00110167,0.00123606,0.00122162
1887,1.00428,0.00140236,0.00110223,0.00123669,0.00122224
1888,1.00529,0.00140306,0.00110278,0.00123731,0.00122286
1889,1.0063,0.00140377,0.00110334,0.00123794,0.00122347
1890,1.00731,0.00140448,0.00110389,0.00123856,0.00122409
1891,1.00833,0.00140518,0.00110445,0.00123918,0.0012247
1892,1.00934,0.00140589,0.001105,0.0012398,0.00122532
1893,1.01035,0.00140659,0.00110556,0.00124042,0.00122593
1894,1.01136,0.0014073,0.00110611,0.00124104,0.00122654
1895,1.01238,0.001408,0.00110666,0.00124166,0.00122716
1896,1.01339,0.0014087,0.00110721,0.00124228,0.00122777
1897,1.0144,0.00140941,0.00110777,0.0012429,0.00122838
1898,1.01541,0.00141011,0.00110832,0.00124352,0.00122899
1899,1.01641,0.00141081,0.00110887,0.00124414,0.0012296
1900,1.01742,0.00141151,0.00110942,0.00124476,0.00123022
1901,1.01843,0.00141221,0.00110997,0.00124537,0.00123082
1902,1.01944,0.00141291,0.00111052,0.00124599,0.00123143
1903,1.02045,0.0014136,0.00111107,0.00124661,0.00123204
1904,1.02146,0.0014143,0.00111161,0.00124722,0.00123265
1905,1.02246,0.001415,0.00111216,0.00124784,0.00123326
1906,1.02347,0.0014157,0.00111271,0.00124845,0.00123387
1907,1.02448,0.00141639,0.00111326,0.00124906,0.00123447
1908,1.02548,0.00141709,0.0011138,0.00124968,0.00123508
1909,1.02649,0.00141778,0.00111435,0.00125029,0.00123568
1910,1.0275,0.00141848,0.0011149,0.0012509,0.00123629
1911,1.0285,0.00141917,0.00111544,0.00125151,0.00123689
1912,1.02951,0.00141986,0.00111599,0.00125213,0.0012375
1913,1.03051,0.00142056,0.00111653,0.00125274,0.0012381
1914,1.03151,0.00142125,0.00111707,0.00125335,0.0012387
1915,1.03252,0.00142194,0.00111762,0.00125396,0.00123931
1916,1.03352,0.00142263,0.00111816,0.00125457,0.00123991
1917,1.03452,0.00142332,0.0011187,0.00125517,0.00124051
1918,1.03553,0.00142401,0.00111925,0.00125578,0.00124111
1919,1.03653,0.0014247,0.00111979,0.00125639,0.00124171
1920,1.03753,0.00142539,0.00112033,0.001257,0.00124231
1921,1.03853,0.00142608,0.00112087,0.0012576,0.00124291
1922,1.03954,0.00142676,0.00112141,0.00125821,0.00124351
1923,1.04054,0.00142745,0.00112195,0.00125882,0.00124411
1924,1.04154,0.00142814,0.00112249,0.00125942,0.00124471
1925,1.04254,0.00142882,0.00112303,0.00126002,0.0012453
1926,1.04354,0.00142951,0.00112357,0.00126063,0.0012459
1927,1.04454,0.00143019,0.0011241,0.00126123,0.0012465
1928,1.04554,0.00143087,0.00112464,0.00126184,0.0012471
1929,1.04653,0.00143156,0.00112518,0.00126244,0.00124769
1930,1.04753,0.00143224,0.00112571,0.00126304,0.00124829
1931,1.04853,0.00143292,0.00112625,0.00126364,0.00124888
1932,1.04953,0.0014336,0.00112679,0.00126424,0.00124947
1933,1.05053,0.00143429,0.00112732,0.00126484,0.00125007
1934,1.05152,0.00143497,0.00112786,0.00126544,0.00125066
1935,1.05252,0.00143565,0.00112839,0.00126604,0.00125125
1936,1.05352,0.00143633,0.00112893,0.00126664,0.00125185
1937,1.05451,0.001437,0.00112946,0.00126724,0.00125244
1938,1.05551,0.00143768,0.00112999,0.00126784,0.00125303
1939,1.05651,0.00143836,0.00113052,0.00126844,0.00125362
1940,1.0575,0.00143904,0.00113106,0.00126904,0.00125421
1941,1.0585,0.00143971,0.00113159,0.00126963,0.0012548
1942,1.05949,0.00144039,0.00113212,0.00127023,0.00125539
1943,1.06048,0.00144107,0.00113265,0.00127082,0.00125598
1944,1.06148,0.00144174,0.00113318,0.00127142,0.00125657
1945,1.06247,0.00144242,0.00113371,0.00127201,0.00125715
1946,1.06346,0.00144309,0.00113424,0.00127261,0.00125774
1947,1.06446,0.00144376,0.00113477,0.0012732,0.00125833
1948,1.06545,0.00144444,0.0011353,0.00127379,0.00125891
1949,1.06644,0.00144511,0.00113583,0.00127439,0.0012595
1950,1.06743,0.00144578,0.00113636,0.00127498,0.00126009
1951,1.06842,0.00144645,0.00113688,0.00127557,0.00126067
1952,1.06942,0.00144712,0.00113741,0.00127616,0.00126126
1953,1.07041,0.00144779,0.00113794,0.00127676,0.00126184
1954,1.0714,0.00144846,0.00113846,0.00127735,0.00126242
1955,1.07239,0.00144913,0.00113899,0.00127794,0.00126301
1956,1.07338,0.0014498,0.00113952,0.00127853,0.00126359
1957,1.07437,0.00145047,0.00114004,0.00127911,0.00126417
1958,1.07535,0.00145113,0.00114056,0.0012797,0.00126475
1959,1.07634,0.0014518,0.00114109,0.00128029,0.00126533
1960,1.07733,0.00145247,0.00114161,0.00128088,0.00126592
1961,1.07832,0.00145313,0.00114214,0.00128147,0.0012665
1962,1.07931,0.0014538,0.00114266,0.00128205,0.00126708
1963,1.08029,0.00145446,0.00114318,0.00128264,0.00126766
1964,1.08128,0.00145513,0.0011437,0.00128323,0.00126823
1965,1.08227,0.00145579,0.00114423,0.00128381,0.00126881
1966,1.08325,0.00145646,0.00114475,0.0012844,0.00126939
1967,1.08424,0.00145712,0.00114527,0.00128498,0.00126997
1968,1.08523,0.00145778,0.00114579,0.00128556,0.00127055
1969,1.08621,0.00145844,0.00114631,0.00128615,0.00127112
1970,1.0872,0.0014591,0.00114683,0.00128673,0.0012717
1971,1.08818,0.00145977,0.00114735,0.00128731,0.00127228
1972,1.08917,0.00146042,0.00114787,0.00128789,0.00127285
1973,1.09015,0.00146108,0.00114839,0.00128848,0.00127343
1974,1.09113,0.00146174,0.0011489,0.00128906,0.001274
1975,1.09212,0.0014624,0.00114942,0.00128964,0.00127457
1976,1.0931,0.00146306,0.00114994,0.00129022,0.00127515
1977,1.09408,0.00146372,0.00115046,0.0012908,0.00127572
1978,1.09507,0.00146438,0.00115097,0.00129138,0.00127629
1979,1.09605,0.00146503,0.00115149,0.00129196,0.00127687
1980,1.09703,0.00146569,0.001152,0.00129254,0.00127744
1981,1.09801,0.00146634,0.00115252,0.00129311,0.00127801
1982,1.09899,0.001467,0.00115303,0.00129369,0.00127858
1983,1.09997,0.00146765,0.00115355,0.00129427,0.00127915
1984,1.10096,0.00146831,0.00115406,0.00129485,0.00127972
1985,1.10194,0.00146896,0.00115458,0.00129542,0.00128029
1986,1.10292,0.00146961,0.00115509,0.001296,0.00128086
1987,1.1039,0.00147027,0.0011556,0.00129657,0.00128143
1988,1.10487,0.00147092,0.00115611,0.00129715,0.001282
1989,1.10585,0.00147157,0.00115663,0.00129772,0.00128256
1990,1.10683,0.00147222,0.00115714,0.0012983,0.00128313
1991,1.10781,0.00147287,0.00115765,0.00129887,0.0012837
1992,1.10879,0.00147352,0.00115816,0.00129945,0.00128427
1993,1.10977,0.00147417,0.00115867,0.00130002,0.00128483
1994,1.11075,0.00147482,0.00115918,0.00130059,0.0012854
1995,1.11172,0.00147547,0.00115969,0.00130116,0.00128596
1996,1.1127,0.00147612,0.0011602,0.00130173,0.00128653
1997,1.11367,0.00147676,0.00116071,0.0013023,0.00128709
1998,1.11465,0.00147741,0.00116122,0.00130288,0.00128766
1999,1.11563,0.00147806,0.00116173,0.00130345,0.00128822
2000,1.1166,0.00147871,0.00116223,0.00130402,0.00128878
2001,1.11758,0.00147935,0.00116274,0.00130459,0.00128935
2002,1.11855,0.00148,0.00116325,0.00130515,0.00128991
2003,1.11953,0.00148064,0.00116376,0.00130572,0.00129047
2004,1.1205,0.00148129,0.00116426,0.00130629,0.00129103
2005,1.12148,0.00148193,0.00116477,0.00130686,0.00129159
2006,1.12245,0.00148257,0.00116527,0.00130743,0.00129215
2007,1.12343,0.00148321,0.00116578,0.00130799,0.00129271
2008,1.1244,0.00148386,0.00116628,0.00130856,0.00129327
2009,1.12537,0.0014845,0.00116679,0.00130913,0.00129383
2010,1.12634,0.00148514,0.00116729,0.00130969,0.00129439
2011,1.12732,0.00148578,0.0011678,0.00131026,0.00129495
2012,1.12829,0.00148642,0.0011683,0.00131082,0.00129551
2013,1.12926,0.00148706,0.0011688,0.00131139,0.00129607
2014,1.13023,0.0014877,0.0011693,0.00131195,0.00129662
2015,1.1312,0.00148834,0.00116981,0.00131251,0.00129718
2016,1.13217,0.00148898,0.00117031,0.00131308,0.00129774
2017,1.13314,0.00148962,0.00117081,0.00131364,0.00129829
2018,1.13411,0.00149025,0.00117131,0.0013142,0.00129885
2019,1.13508,0.00149089,0.00117181,0.00131476,0.0012994
2020,1.13605,0.00149153,0.00117231,0.00131532,0.00129996
2021,1.13702,0.00149216,0.00117281,0.00131588,0.00130051
2022,1.13799,0.0014928,0.00117331,0.00131645,0.00130107
2023,1.13896,0.00149343,0.00117381,0.00131701,0.00130162
2024,1.13993,0.00149407,0.00117431,0.00131757,0.00130217
2025,1.1409,0.0014947,0.00117481,0.00131813,0.00130273
2026,1.14186,0.00149534,0.00117531,0.00131868,0.00130328
2027,1.14283,0.00149597,0.00117581,0.00131924,0.00130383
2028,1.1438,0.0014966,0.0011763,0.0013198,0.00130438
2029,1.14477,0.00149724,0.0011768,0.00132036,0.00130493
2030,1.14573,0.00149787,0.0011773,0.00132092,0.00130548
2031,1.1467,0.0014985,0.00117779,0.00132147,0.00130604
2032,1.14767,0.00149913,0.00117829,0.00132203,0.00130659
2033,1.14863,0.00149976,0.00117878,0.00132259,0.00130713
2034,1.1496,0.00150039,0.00117928,0.00132314,0.00130768
2035,1.15056,0.00150102,0.00117978,0.0013237,0.00130823
2036,1.15153,0.00150165,0.00118027,0.00132425,0.00130878
2037,1.15249,0.00150228,0.00118076,0.00132481,0.00130933
2038,1.15346,0.00150291,0.00118126,0.00132536,0.00130988
2039,1.15442,0.00150354,0.00118175,0.00132591,0.00131043
2040,1.15538,0.00150416,0.00118224,0.00132647,0.00131097
2041,1.15635,0.00150479,0.00118274,0.00132702,0.00131152
2042,1.15731,0.00150542,0.00118323,0.00132757,0.00131206
2043,1.15827,0.00150604,0.00118372,0.00132813,0.00131261
2044,1.15924,0.00150667,0.00118421,0.00132868,0.00131315
2045,1.1602,0.0015073,0.00118471,0.00132923,0.0013137
2046,1.16116,0.00150792,0.0011852,0.00132978,0.00131424
2047,1.16212,0.00150854,0.00118569,0.00133033,0.00131479
2048,1.16308,0.00150917,0.00118618,0.00133088,0.00131533
2049,1.16404,0.00150979,0.00118667,0.00133143,0.00131588
2050,1.165,0.00151041,0.00118716,0.00133198,0.00131642
2051,1.16597,0.00151104,0.00118765,0.00133253,0.00131696
2052,1.16693,0.00151166,0.00118814,0.00133308,0.0013175
2053,1.16789,0.00151228,0.00118862,0.00133363,0.00131805
2054,1.16885,0.0015129,0.00118911,0.00133417,0.00131859
2055,1.16981,0.00151352,0.0011896,0.00133472,0.00131913
2056,1.17076,0.00151414,0.00119009,0.00133527,0.00131967
2057,1.17172,0.00151476,0.00119058,0.00133581,0.00132021
2058,1.17268,0.00151538,0.00119106,0.00133636,0.00132075
2059,1.17364,0.001516,0.00119155,0.00133691,0.00132129
2060,1.1746,0.00151662,0.00119203,0.00133745,0.00132183
2061,1.17556,0.00151724,0.00119252,0.001338,0.00132237
2062,1.17651,0.00151786,0.00119301,0.00133854,0.00132291
2063,1.17747,0.00151847,0.00119349,0.00133909,0.00132344
2064,1.17843,0.00151909,0.00119398,0.00133963,0.00132398
2065,1.17938,0.00151971,0.00119446,0.00134017,0.00132452
2066,1.18034,0.00152032,0.00119495,0.00134072,0.00132505
2067,1.1813,0.00152094,0.00119543,0.00134126,0.00132559
2068,1.18225,0.00152155,0.00119591,0.0013418,0.00132613
2069,1.18321,0.00152217,0.0011964,0.00134234,0.00132666
2070,1.18416,0.00152278,0.00119688,0.00134289,0.0013272
2071,1.18512,0.0015234,0.00119736,0.00134343,0.00132773
2072,1.18607,0.00152401,0.00119784,0.00134397,0.00132827
2073,1.18703,0.00152462,0.00119833,0.00134451,0.0013288
2074,1.18798,0.00152524,0.00119881,0.00134505,0.00132934
2075,1.18894,0.00152585,0.00119929,0.00134559,0.00132987
2076,1.18989,0.00152646,0.00119977,0.00134613,0.0013304
2077,1.19084,0.00152707,0.00120025,0.00134667,0.00133094
2078,1.1918,0.00152768,0.00120073,0.00134721,0.00133147
2079,1.19275,0.00152829,0.00120121,0.00134775,0.001332
2080,1.1937,0.0015289,0.00120169,0.00134828,0.00133253
2081,1.19466,0.00152951,0.00120217,0.00134882,0.00133307
2082,1.19561,0.00153012,0.00120265,0.00134936,0.0013336
2083,1.19656,0.00153073,0.00120313,0.0013499,0.00133413
2084,1.19751,0.00153134,0.0012036,0.00135043,0.00133466
2085,1.19846,0.00153195,0.00120408,0.00135097,0.00133519
2086,1.19941,0.00153255,0.00120456,0.0013515,0.00133572
2087,1.20036,0.00153316,0.00120504,0.00135204,0.00133625
2088,1.20131,0.00153377,0.00120551,0.00135258,0.00133677
2089,1.20226,0.00153438,0.00120599,0.00135311,0.0013373
2090,1.20321,0.00153498,0.00120647,0.00135364,0.00133783
2091,1.20416,0.00153559,0.00120694,0.00135418,0.00133836
2092,1.20511,0.00153619,0.00120742,0.00135471,0.00133889
2093,1.20606,0.0015368,0.00120789,0.00135525,0.00133941
2094,1.20701,0.0015374,0.00120837,0.00135578,0.00133994
2095,1.20796,0.00153801,0.00120884,0.00135631,0.00134047
2096,1.20891,0.00153861,0.00120932,0.00135684,0.00134099
2097,1.20985,0.00153921,0.00120979,0.00135738,0.00134152
2098,1.2108,0.00153981,0.00121027,0.00135791,0.00134204
2099,1.21175,0.00154042,0.00121074,0.00135844,0.00134257
2100,1.2127,0.00154102,0.00121121,0.00135897,0.00134309
2101,1.21364,0.00154162,0.00121168,0.0013595,0.00134362
2102,1.21459,0.00154222,0.00121216,0.00136003,0.00134414
2103,1.21554,0.00154282,0.00121263,0.00136056,0.00134466
2104,1.21648,0.00154342,0.0012131,0.00136109,0.00134519
2105,1.21743,0.00154402,0.00121357,0.00136162,0.00134571
2106,1.21837,0.00154462,0.00121404,0.00136215,0.00134623
2107,1.21932,0.00154522,0.00121452,0.00136267,0.00134676
2108,1.22026,0.00154582,0.00121499,0.0013632,0.00134728
2109,1.22121,0.00154642,0.00121546,0.00136373,0.0013478
2110,1.22215,0.00154702,0.00121593,0.00136426,0.00134832
2111,1.2231,0.00154761,0.0012164,0.00136478,0.00134884
2112,1.22404,0.00154821,0.00121687,0.00136531,0.00134936
2113,1.22499,0.00154881,0.00121733,0.00136584,0.00134988
2114,1.22593,0.0015494,0.0012178,0.00136636,0.0013504
2115,1.22687,0.00155,0.00121827,0.00136689,0.00135092
2116,1.22782,0.0015506,0.00121874,0.00136741,0.00135144
2117,1.22876,0.00155119,0.00121921,0.00136794,0.00135196
2118,1.2297,0.00155179,0.00121967,0.00136846,0.00135248
2119,1.23064,0.00155238,0.00122014,0.00136899,0.00135299
2120,1.23159,0.00155297,0.00122061,0.00136951,0.00135351
2121,1.23253,0.00155357,0.00122108,0.00137004,0.00135403
2122,1.23347,0.00155416,0.00122154,0.00137056,0.00135455
2123,1.23441,0.00155475,0.00122201,0.00137108,0.00135506
2124,1.23535,0.00155535,0.00122247,0.0013716,0.00135558
2125,1.23629,0.00155594,0.00122294,0.00137213,0.0013561
2126,1.23723,0.00155653,0.0012234,0.00137265,0.00135661
2127,1.23817,0.00155712,0.00122387,0.00137317,0.00135713
2128,1.23911,0.00155771,0.00122433,0.00137369,0.00135764
2129,1.24005,0.0015583,0.0012248,0.00137421,0.00135816
2130,1.24099,0.00155889,0.00122526,0.00137473,0.00135867
2131,1.24193,0.00155948,0.00122572,0.00137525,0.00135919
2132,1.24287,0.00156007,0.00122619,0.00137577,0.0013597
2133,1.24381,0.00156066,0.00122665,0.00137629,0.00136021
2134,1.24475,0.00156125,0.00122711,0.00137681,0.00136072
2135,1.24568,0.00156184,0.00122758,0.00137733,0.00136124
2136,1.24662,0.00156243,0.00122804,0.00137785,0.00136175
2137,1.24756,0.00156301,0.0012285,0.00137836,0.00136226
2138,1.2485,0.0015636,0.00122896,0.00137888,0.00136277
2139,1.24944,0.00156419,0.00122942,0.0013794,0.00136329
2140,1.25037,0.00156477,0.00122988,0.00137992,0.0013638
2141,1.25131,0.00156536,0.00123034,0.00138043,0.00136431
2142,1.25224,0.00156595,0.0012308,0.00138095,0.00136482
2143,1.25318,0.00156653,0.00123126,0.00138147,0.00136533
2144,1.25412,0.00156712,0.00123172,0.00138198,0.00136584
2145,1.25505,0.0015677,0.00123218,0.0013825,0.00136635
2146,1.25599,0.00156829,0.00123264,0.00138301,0.00136686
2147,1.25692,0.00156887,0.0012331,0.00138353,0.00136737
2148,1.25786,0.00156945,0.00123356,0.00138404,0.00136787
2149,1.25879,0.00157003,0.00123402,0.00138456,0.00136838
2150,1.25973,0.00157062,0.00123448,0.00138507,0.00136889
2151,1.26066,0.0015712,0.00123493,0.00138558,0.0013694
2152,1.2616,0.00157178,0.00123539,0.0013861,0.00136991
2153,1.26253,0.00157236,0.00123585,0.00138661,0.00137041
2154,1.26346,0.00157294,0.00123631,0.00138712,0.00137092
2155,1.2644,0.00157353,0.00123676,0.00138763,0.00137142
2156,1.26533,0.00157411,0.00123722,0.00138815,0.00137193
2157,1.26626,0.00157469,0.00123767,0.00138866,0.00137244
2158,1.2672,0.00157527,0.00123813,0.00138917,0.00137294
2159,1.26813,0.00157585,0.00123859,0.00138968,0.00137345
2160,1.26906,0.00157642,0.00123904,0.00139019,0.00137395
2161,1.26999,0.001577,0.0012395,0.0013907,0.00137446
2162,1.27092,0.00157758,0.00123995,0.00139121,0.00137496
2163,1.27186,0.00157816,0.0012404,0.00139172,0.00137546
2164,1.27279,0.00157874,0.00124086,0.00139223,0.00137597
2165,1.27372,0.00157931,0.00124131,0.00139274,0.00137647
2166,1.27465,0.00157989,0.00124177,0.00139325,0.00137697
2167,1.27558,0.00158047,0.00124222,0.00139376,0.00137747
2168,1.27651,0.00158104,0.00124267,0.00139426,0.00137798
2169,1.27744,0.00158162,0.00124312,0.00139477,0.00137848
2170,1.27837,0.0015822,0.00124358,0.00139528,0.00137898
2171,1.2793,0.00158277,0.00124403,0.00139579,0.00137948
2172,1.28023,0.00158334,0.00124448,0.00139629,0.00137998
2173,1.28116,0.00158392,0.00124493,0.0013968,0.00138048
2174,1.28208,0.00158449,0.00124538,0.00139731,0.00138098
2175,1.28301,0.00158507,0.00124583,0.00139781,0.00138148
2176,1.28394,0.00158564,0.00124628,0.00139832,0.00138198
2177,1.28487,0.00158621,0.00124673,0.00139882,0.00138248
2178,1.2858,0.00158679,0.00124718,0.00139933,0.00138298
2179,1.28672,0.00158736,0.00124763,0.00139983,0.00138348
2180,1.28765,0.00158793,0.00124808,0.00140034,0.00138398
2181,1.28858,0.0015885,0.00124853,0.00140084,0.00138448
2182,1.28951,0.00158907,0.00124898,0.00140135,0.00138497
2183,1.29043,0.00158964,0.00124943,0.00140185,0.00138547
2184,1.29136,0.00159021,0.00124988,0.00140235,0.00138597
2185,1.29229,0.00159078,0.00125033,0.00140285,0.00138647
2186,1.29321,0.00159135,0.00125077,0.00140336,0.00138696
2187,1.29414,0.00159192,0.00125122,0.00140386,0.00138746
2188,1.29506,0.00159249,0.00125167,0.00140436,0.00138795
2189,1.29599,0.00159306,0.00125212,0.00140486,0.00138845
2190,1.29691,0.00159363,0.00125256,0.00140536,0.00138895
2191,1.29784,0.0015942,0.00125301,0.00140587,0.00138944
2192,1.29876,0.00159477,0.00125346,0.00140637,0.00138994
2193,1.29969,0.00159533,0.0012539,0.00140687,0.00139043
2194,1.30061,0.0015959,0.00125435,0.00140737,0.00139093
2195,1.30153,0.00159647,0.00125479,0.00140787,0.00139142
2196,1.30246,0.00159703,0.00125524,0.00140837,0.00139191
2197,1.30338,0.0015976,0.00125568,0.00140887,0.00139241
2198,1.3043,0.00159816,0.00125613,0.00140936,0.0013929
2199,1.30523,0.00159873,0.00125657,0.00140986,0.00139339
2200,1.30615,0.0015993,0.00125702,0.00141036,0.00139388
2201,1.30707,0.00159986,0.00125746,0.00141086,0.00139438
2202,1.308,0.00160042,0.0012579,0.00141136,0.00139487
2203,1.30892,0.00160099,0.00125835,0.00141185,0.00139536
2204,1.30984,0.00160155,0.00125879,0.00141235,0.00139585
2205,1.31076,0.00160212,0.00125923,0.00141285,0.00139634
2206,1.31168,0.00160268,0.00125968,0.00141334,0.00139683
2207,1.3126,0.00160324,0.00126012,0.00141384,0.00139732
2208,1.31352,0.0016038,0.00126056,0.00141434,0.00139781
2209,1.31444,0.00160436,0.001261,0.00141483,0.0013983
2210,1.31537,0.00160493,0.00126144,0.00141533,0.00139879
2211,1.31629,0.00160549,0.00126188,0.00141582,0.00139928
2212,1.31721,0.00160605,0.00126233,0.00141632,0.00139977
2213,1.31812,0.00160661,0.00126276,0.00141681,0.00140026
2214,1.31905,0.00160717,0.00126321,0.0014173,0.00140075
2215,1.31996,0.00160773,0.00126365,0.0014178,0.00140124
2216,1.32088,0.00160829,0.00126409,0.00141829,0.00140172
2217,1.3218,0.00160885,0.00126452,0.00141878,0.00140221
2218,1.32272,0.00160941,0.00126497,0.00141928,0.0014027
2219,1.32364,0.00160997,0.0012654,0.00141977,0.00140319
2220,1.32456,0.00161053,0.00126584,0.00142026,0.00140367
2221,1.32548,0.00161108,0.00126628,0.00142076,0.00140416
2222,1.32639,0.00161164,0.00126672,0.00142125,0.00140464
2223,1.32731,0.0016122,0.00126716,0.00142174,0.00140513
2224,1.32823,0.00161276,0.0012676,0.00142223,0.00140562
2225,1.32915,0.00161331,0.00126803,0.00142272,0.0014061
2226,1.33006,0.00161387,0.00126847,0.00142321,0.00140659
2227,1.33098,0.00161442,0.00126891,0.0014237,0.00140707
2228,1.3319,0.00161498,0.00126934,0.00142419,0.00140755
2229,1.33281,0.00161554,0.00126978,0.00142468,0.00140804
2230,1.33373,0.00161609,0.00127022,0.00142517,0.00140852
2231,1.33464,0.00161665,0.00127065,0.00142566,0.00140901
2232,1.33556,0.0016172,0.00127109,0.00142615,0.00140949
2233,1.33648,0.00161775,0.00127152,0.00142664,0.00140997
2234,1.33739,0.00161831,0.00127196,0.00142713,0.00141045
2235,1.3383,0.00161886,0.00127239,0.00142761,0.00141094
2236,1.33922,0.00161941,0.00127283,0.0014281,0.00141142
2237,1.34013,0.00161997,0.00127326,0.00142859,0.0014119
2238,1.34105,0.00162052,0.0012737,0.00142908,0.00141238
2239,1.34196,0.00162107,0.00127413,0.00142956,0.00141286
2240,1.34288,0.00162162,0.00127457,0.00143005,0.00141335
2241,1.34379,0.00162218,0.001275,0.00143054,0.00141383
2242,1.3447,0.00162273,0.00127543,0.00143102,0.00141431
2243,1.34562,0.00162328,0.00127587,0.00143151,0.00141479
2244,1.34653,0.00162383,0.0012763,0.00143199,0.00141527
2245,1.34744,0.00162438,0.00127673,0.00143248,0.00141575
2246,1.34836,0.00162493,0.00127716,0.00143297,0.00141623
2247,1.34927,0.00162548,0.0012776,0.00143345,0.0014167
2248,1.35018,0.00162603,0.00127803,0.00143393,0.00141718
2249,1.35109,0.00162658,0.00127846,0.00143442,0.00141766
2250,1.35201,0.00162713,0.00127889,0.0014349,0.00141814
2251,1.35292,0.00162767,0.00127932,0.00143539,0.00141862
2252,1.35383,0.00162822,0.00127975,0.00143587,0.0014191
2253,1.35474,0.00162877,0.00128018,0.00143635,0.00141957
2254,1.35565,0.00162932,0.00128061,0.00143684,0.00142005
2255,1.35656,0.00162986,0.00128104,0.00143732,0.00142053
2256,1.35747,0.00163041,0.00128147,0.0014378,0.001421
2257,1.35838,0.00163096,0.0012819,0.00143828,0.00142148
2258,1.35929,0.0016315,0.00128233,0.00143876,0.00142196
2259,1.3602,0.00163205,0.00128276,0.00143925,0.00142243
2260,1.36111,0.0016326,0.00128319,0.00143973,0.00142291
2261,1.36202,0.00163314,0.00128362,0.00144021,0.00142338
2262,1.36293,0.00163369,0.00128405,0.00144069,0.00142386
2263,1.36384,0.00163423,0.00128448,0.00144117,0.00142433
2264,1.36475,0.00163478,0.0012849,0.00144165,0.00142481
2265,1.36566,0.00163532,0.00128533,0.00144213,0.00142528
2266,1.36656,0.00163586,0.00128576,0.00144261,0.00142576
2267,1.36747,0.00163641,0.00128619,0.00144309,0.00142623
2268,1.36838,0.00163695,0.00128661,0.00144357,0.0014267
2269,1.36929,0.00163749,0.00128704,0.00144405,0.00142718
2270,1.3702,0.00163804,0.00128747,0.00144452,0.00142765
2271,1.3711,0.00163858,0.00128789,0.001445,0.00142812
2272,1.37201,0.00163912,0.00128832,0.00144548,0.00142859
2273,1.37292,0.00163966,0.00128874,0.00144596,0.00142907
2274,1.37382,0.0016402,0.00128917,0.00144644,0.00142954
2275,1.37473,0.00164074,0.00128959,0.00144691,0.00143001
2276,1.37564,0.00164128,0.00129002,0.00144739,0.00143048
2277,1.37654,0.00164183,0.00129044,0.00144787,0.00143095
2278,1.37745,0.00164237,0.00129087,0.00144834,0.00143142
