t_s,Q_m3_s,hm_Ethanol_m_s,hm_Propyl acetate_m_s,hm_1-Propanol_m_s,hm_Isopropanol_m_s
876,0.54,0.00102832,0.000808242,0.000906839,0.000896245
877,0.54,0.00102832,0.000808242,0.000906839,0.000896245
878,0.54,0.00102832,0.000808242,0.000906839,0.000896245
879,0.54,0.00102832,0.000808242,0.000906839,0.000896245
880,0.54,0.00102832,0.000808242,0.000906839,0.000896245
881,0.54,0.00102832,0.000808242,0.000906839,0.000896245
882,0.54,0.00102832,0.000808242,0.000906839,0.000896245
883,0.54,0.00102832,0.000808242,0.000906839,0.000896245
884,0.54,0.00102832,0.000808242,0.000906839,0.000896245
885,0.54,0.00102832,0.000808242,0.000906839,0.000896245
886,0.54,0.00102832,0.000808242,0.000906839,0.000896245
887,0.54,0.00102832,0.000808242,0.000906839,0.000896245
888,0.54,0.00102832,0.000808242,0.000906839,0.000896245
889,0.54,0.00102832,0.000808242,0.000906839,0.000896245
890,0.54,0.00102832,0.000808242,0.000906839,0.000896245
891,0.54,0.00102832,0.000808242,0.000906839,0.000896245
892,0.54,0.00102832,0.000808242,0.000906839,0.000896245
893,0.54,0.00102832,0.000808242,0.000906839,0.000896245
894,0.54,0.00102832,0.000808242,0.000906839,0.000896245
895,0.54,0.00102832,0.000808242,0.000906839,0.000896245
896,0.54,0.00102832,0.000808242,0.000906839,0.000896245
897,0.54,0.00102832,0.000808242,0.000906839,0.000896245
898,0.54,0.00102832,0.000808242,0.000906839,0.000896245
899,0.54,0.00102832,0.000808242,0.000906839,0.000896245
900,0.54,0.00102832,0.000808242,0.000906839,0.000896245
901,0.54,0.00102832,0.000808242,0.000906839,0.000896245
902,0.54,0.00102832,0.000808242,0.000906839,0.000896245
903,0.54,0.00102832,0.000808242,0.000906839,0.000896245
904,0.54,0.00102832,0.000808242,0.000906839,0.000896245
905,0.54,0.00102832,0.000808242,0.000906839,0.000896245
906,0.54,0.00102832,0.000808242,0.000906839,0.000896245
907,0.54,0.00102832,0.000808242,0.000906839,0.000896245
908,0.54,0.00102832,0.000808242,0.000906839,0.000896245
909,0.54,0.00102832,0.000808242,0.000906839,0.000896245
910,0.54,0.00102832,0.000808242,0.000906839,0.000896245
911,0.54,0.00102832,0.000808242,0.000906839,0.000896245
912,0.54,0.00102832,0.000808242,0.000906839,0.000896245
913,0.54,0.00102832,0.000808242,0.000906839,0.000896245
914,0.54,0.00102832,0.000808242,0.000906839,0.000896245
915,0.54,0.00102832,0.000808242,0.000906839,0.000896245
916,0.54,0.00102832,0.000808242,0.000906839,0.000896245
917,0.54,0.00102832,0.000808242,0.000906839,0.000896245
918,0.54,0.00102832,0.000808242,0.000906839,0.000896245
919,0.54,0.00102832,0.000808242,0.000906839,0.000896245
920,0.54,0.00102832,0.000808242,0.000906839,0.000896245
921,0.54,0.00102832,0.000808242,0.000906839,0.000896245
922,0.54,0.00102832,0.000808242,0.000906839,0.000896245
923,0.54,0.00102832,0.000808242,0.000906839,0.000896245
924,0.54,0.00102832,0.000808242,0.000906839,0.000896245
925,0.54,0.00102832,0.000808242,0.000906839,0.000896245
926,0.54,0.00102832,0.000808242,0.000906839,0.000896245
927,0.54,0.00102832,0.000808242,0.000906839,0.000896245
928,0.54,0.00102832,0.000808242,0.000906839,0.000896245
929,0.54,0.00102832,0.000808242,0.000906839,0.000896245
930,0.54,0.00102832,0.000808242,0.000906839,0.000896245
931,0.54,0.00102832,0.000808242,0.000906839,0.000896245
932,0.54,0.00102832,0.000808242,0.000906839,0.000896245
933,0.54,0.00102832,0.000808242,0.000906839,0.000896245
934,0.54,0.00102832,0.000808242,0.000906839,0.000896245
935,0.54,0.00102832,0.000808242,0.000906839,0.000896245
936,0.54,0.00102832,0.000808242,0.000906839,0.000896245
937,0.54,0.00102832,0.000808242,0.000906839,0.000896245
938,0.54,0.00102832,0.000808242,0.000906839,0.000896245
939,0.54,0.00102832,0.000808242,0.000906839,0.000896245
940,0.54,0.00102832,0.000808242,0.000906839,0.000896245
941,0.54,0.00102832,0.000808242,0.000906839,0.000896245
942,0.54,0.00102832,0.000808242,0.000906839,0.000896245
943,0.54,0.00102832,0.000808242,0.000906839,0.000896245
944,0.54,0.00102832,0.000808242,0.000906839,0.000896245
945,0.54,0.00102832,0.000808242,0.000906839,0.000896245
946,0.54,0.00102832,0.000808242,0.000906839,0.000896245
947,0.54,0.00102832,0.000808242,0.000906839,0.000896245
948,0.54,0.00102832,0.000808242,0.000906839,0.000896245
949,0.54,0.00102832,0.000808242,0.000906839,0.000896245
950,0.54,0.00102832,0.000808242,0.000906839,0.000896245
951,0.54,0.00102832,0.000808242,0.000906839,0.000896245
952,0.54,0.00102832,0.000808242,0.000906839,0.000896245
953,0.54,0.00102832,0.000808242,0.000906839,0.000896245
954,0.54,0.00102832,0.000808242,0.000906839,0.000896245
955,0.54,0.00102832,0.000808242,0.000906839,0.000896245
956,0.54,0.00102832,0.000808242,0.000906839,0.000896245
957,0.54,0.00102832,0.000808242,0.000906839,0.000896245
958,0.54,0.00102832,0.000808242,0.000906839,0.000896245
959,0.54,0.00102832,0.000808242,0.000906839,0.000896245
960,0.54,0.00102832,0.000808242,0.000906839,0.000896245
961,0.54,0.00102832,0.000808242,0.000906839,0.000896245
962,0.54,0.00102832,0.000808242,0.000906839,0.000896245
963,0.54,0.00102832,0.000808242,0.000906839,0.000896245
964,0.54,0.00102832,0.000808242,0.000906839,0.000896245
965,0.54,0.00102832,0.000808242,0.000906839,0.000896245
966,0.54,0.00102832,0.000808242,0.000906839,0.000896245
967,0.54,0.00102832,0.000808242,0.000906839,0.000896245
968,0.54,0.00102832,0.000808242,0.000906839,0.000896245
969,0.54,0.00102832,0.000808242,0.000906839,0.000896245
970,0.54,0.00102832,0.000808242,0.000906839,0.000896245
971,0.54,0.00102832,0.000808242,0.000906839,0.000896245
972,0.54,0.00102832,0.000808242,0.000906839,0.000896245
973,0.54,0.00102832,0.000808242,0.000906839,0.000896245
974,0.54,0.00102832,0.000808242,0.000906839,0.000896245
975,0.54,0.00102832,0.000808242,0.000906839,0.000896245
976,0.54,0.00102832,0.000808242,0.000906839,0.000896245
977,0.54,0.00102832,0.000808242,0.000906839,0.000896245
978,0.54,0.00102832,0.000808242,0.000906839,0.000896245
979,0.54,0.00102832,0.000808242,0.000906839,0.000896245
980,0.54,0.00102832,0.000808242,0.000906839,0.000896245
981,0.54,0.00102832,0.000808242,0.000906839,0.000896245
982,0.54,0.00102832,0.000808242,0.000906839,0.000896245
983,0.54,0.00102832,0.000808242,0.000906839,0.000896245
984,0.54,0.00102832,0.000808242,0.000906839,0.000896245
985,0.54,0.00102832,0.000808242,0.000906839,0.000896245
986,0.54,0.00102832,0.000808242,0.000906839,0.000896245
987,0.54,0.00102832,0.000808242,0.000906839,0.000896245
988,0.54,0.00102832,0.000808242,0.000906839,0.000896245
989,0.54,0.00102832,0.000808242,0.000906839,0.000896245
990,0.54,0.00102832,0.000808242,0.000906839,0.000896245
991,0.54,0.00102832,0.000808242,0.000906839,0.000896245
992,0.54,0.00102832,0.000808242,0.000906839,0.000896245
993,0.54,0.00102832,0.000808242,0.000906839,0.000896245
994,0.54,0.00102832,0.000808242,0.000906839,0.000896245
995,0.54,0.00102832,0.000808242,0.000906839,0.000896245
996,0.54,0.00102832,0.000808242,0.000906839,0.000896245
997,0.54,0.00102832,0.000808242,0.000906839,0.000896245
998,0.54,0.00102832,0.000808242,0.000906839,0.000896245
999,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1000,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1001,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1002,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1003,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1004,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1005,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1006,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1007,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1008,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1009,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1010,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1011,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1012,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1013,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1014,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1015,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1016,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1017,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1018,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1019,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1020,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1021,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1022,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1023,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1024,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1025,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1026,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1027,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1028,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1029,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1030,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1031,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1032,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1033,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1034,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1035,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1036,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1037,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1038,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1039,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1040,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1041,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1042,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1043,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1044,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1045,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1046,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1047,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1048,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1049,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1050,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1051,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1052,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1053,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1054,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1055,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1056,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1057,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1058,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1059,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1060,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1061,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1062,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1063,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1064,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1065,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1066,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1067,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1068,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1069,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1070,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1071,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1072,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1073,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1074,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1075,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1076,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1077,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1078,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1079,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1080,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1081,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1082,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1083,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1084,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1085,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1086,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1087,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1088,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1089,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1090,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1091,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1092,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1093,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1094,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1095,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1096,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1097,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1098,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1099,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1100,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1101,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1102,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1103,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1104,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1105,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1106,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1107,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1108,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1109,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1110,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1111,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1112,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1113,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1114,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1115,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1116,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1117,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1118,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1119,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1120,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1121,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1122,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1123,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1124,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1125,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1126,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1127,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1128,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1129,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1130,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1131,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1132,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1133,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1134,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1135,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1136,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1137,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1138,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1139,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1140,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1141,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1142,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1143,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1144,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1145,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1146,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1147,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1148,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1149,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1150,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1151,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1152,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1153,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1154,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1155,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1156,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1157,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1158,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1159,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1160,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1161,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1162,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1163,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1164,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1165,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1166,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1167,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1168,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1169,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1170,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1171,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1172,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1173,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1174,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1175,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1176,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1177,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1178,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1179,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1180,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1181,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1182,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1183,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1184,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1185,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1186,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1187,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1188,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1189,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1190,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1191,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1192,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1193,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1194,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1195,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1196,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1197,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1198,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1199,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1200,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1201,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1202,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1203,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1204,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1205,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1206,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1207,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1208,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1209,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1210,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1211,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1212,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1213,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1214,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1215,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1216,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1217,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1218,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1219,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1220,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1221,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1222,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1223,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1224,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1225,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1226,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1227,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1228,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1229,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1230,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1231,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1232,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1233,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1234,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1235,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1236,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1237,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1238,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1239,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1240,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1241,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1242,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1243,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1244,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1245,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1246,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1247,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1248,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1249,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1250,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1251,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1252,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1253,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1254,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1255,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1256,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1257,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1258,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1259,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1260,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1261,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1262,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1263,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1264,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1265,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1266,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1267,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1268,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1269,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1270,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1271,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1272,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1273,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1274,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1275,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1276,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1277,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1278,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1279,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1280,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1281,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1282,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1283,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1284,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1285,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1286,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1287,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1288,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1289,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1290,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1291,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1292,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1293,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1294,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1295,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1296,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1297,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1298,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1299,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1300,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1301,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1302,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1303,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1304,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1305,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1306,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1307,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1308,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1309,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1310,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1311,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1312,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1313,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1314,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1315,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1316,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1317,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1318,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1319,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1320,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1321,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1322,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1323,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1324,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1325,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1326,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1327,0.54,0.00102832,0.000808242,0.000906839,0.000896245
1328,0.54,0.00102832,0.000808242,0.000906839,0.000896245
